id,date_observation,longueur,largeur
1148,2024-08-11,347,180
1149,2024-05-14,183,127
1149,2024-05-20,170,99
1149,2024-05-21,92,47
1149,2024-05-22,101,132
1149,2024-05-27,80,30
1149,2024-05-28,107,100
1149,2024-05-29,189,67
1149,2024-05-31,120,44
1149,2024-06-01,83,250
1149,2024-06-03,84,164
1149,2024-06-08,342,169
1149,2024-06-10,130,209
1149,2024-06-15,136,249
1149,2024-06-20,128,165
1149,2024-06-21,238,93
1149,2024-06-22,202,248
1149,2024-06-27,329,96
1149,2024-06-30,324,65
1149,2024-07-02,206,100
1149,2024-07-06,279,220
1149,2024-07-10,294,201
1149,2024-07-11,305,218
1149,2024-07-13,114,156
1149,2024-07-14,158,243
1149,2024-07-16,302,221
1149,2024-07-21,212,187
1149,2024-07-22,185,136
1149,2024-07-26,252,199
1149,2024-08-06,224,80
1149,2024-08-10,92,68
1149,2024-08-19,338,181
1149,2024-08-23,212,172
1149,2024-08-25,175,105
1149,2024-08-27,310,151
1151,2024-05-16,93,80
1151,2024-05-19,162,43
1151,2024-05-20,82,54
1151,2024-05-24,190,37
1151,2024-05-26,165,116
1151,2024-06-05,241,209
1151,2024-06-06,187,91
1151,2024-06-07,131,117
1151,2024-06-16,93,215
1151,2024-06-18,127,64
1151,2024-06-20,342,85
1151,2024-06-26,281,195
1151,2024-06-29,189,131
1151,2024-07-05,170,105
1151,2024-07-11,226,154
1151,2024-07-17,343,132
1151,2024-07-18,82,196
1151,2024-07-24,270,69
1151,2024-07-26,210,143
1151,2024-08-05,178,104
1151,2024-08-06,266,105
1151,2024-08-11,334,179
1151,2024-08-13,105,116
1151,2024-08-16,248,140
1151,2024-08-18,98,214
1151,2024-08-19,93,51
1151,2024-08-21,225,148
1151,2024-08-22,283,146
1151,2024-08-24,194,236
1151,2024-08-28,245,139
1151,2024-08-29,263,98
1152,2024-05-23,134,106
1152,2024-05-25,92,79
1152,2024-05-27,130,77
1152,2024-05-28,49,131
1152,2024-05-30,196,119
1152,2024-06-14,328,240
1152,2024-06-17,264,190
1152,2024-06-24,83,224
1152,2024-07-01,195,249
1152,2024-07-04,208,198
1152,2024-07-15,89,84
1152,2024-07-17,228,140
1152,2024-07-21,205,124
1152,2024-07-25,152,105
1152,2024-07-27,109,141
1152,2024-07-28,252,171
1152,2024-08-01,227,149
1152,2024-08-06,327,140
1152,2024-08-07,339,81
1153,2024-05-11,118,103
1153,2024-05-14,162,108
1153,2024-05-15,160,105
1153,2024-05-17,192,39
1153,2024-05-21,187,109
1153,2024-05-24,177,115
1153,2024-05-25,64,88
1153,2024-05-29,148,150
1153,2024-05-30,143,86
1153,2024-06-02,149,159
1153,2024-06-06,222,68
1153,2024-06-13,196,241
1153,2024-06-17,206,228
1153,2024-06-18,230,137
1153,2024-06-23,132,153
1153,2024-07-10,91,244
1153,2024-07-14,314,54
1153,2024-07-15,160,82
1153,2024-07-20,180,91
1153,2024-07-30,209,218
1153,2024-07-31,170,160
1153,2024-08-07,264,228
1153,2024-08-10,342,54
1153,2024-08-13,315,143
1153,2024-08-18,234,170
1153,2024-08-25,222,80
1153,2024-08-26,244,99
1153,2024-08-28,194,104
1153,2024-08-29,157,235
1153,2024-08-30,99,242
1153,2024-09-02,152,137
1153,2024-09-06,205,125
1153,2024-09-07,266,61
1153,2024-09-09,285,164
1153,2024-09-10,218,76
1154,2024-05-16,166,121
1154,2024-05-20,193,43
1154,2024-05-23,115,116
1154,2024-05-24,189,21
1154,2024-05-25,164,35
1154,2024-05-31,67,87
1154,2024-06-02,188,130
1154,2024-06-07,313,228
1154,2024-06-08,106,151
1154,2024-06-09,203,222
1154,2024-06-11,310,181
1154,2024-06-12,335,146
1154,2024-06-21,285,194
1154,2024-06-22,327,75
1154,2024-06-25,174,144
1154,2024-07-02,83,72
1154,2024-07-08,210,182
1154,2024-07-10,330,201
1154,2024-07-12,121,132
1154,2024-07-17,181,181
1154,2024-07-23,226,195
1154,2024-07-27,195,212
1154,2024-07-31,173,232
1154,2024-08-01,327,56
1154,2024-08-05,285,170
1154,2024-08-14,281,94
1154,2024-08-15,147,221
1154,2024-08-16,215,137
1154,2024-08-18,258,133
1154,2024-09-09,167,192
1154,2024-09-15,225,105
1154,2024-09-19,291,88
1154,2024-09-27,176,181
1154,2024-09-29,132,196
1155,2024-05-14,177,52
1155,2024-05-16,174,117
1155,2024-05-18,174,71
1155,2024-05-20,105,89
1155,2024-05-22,79,67
1155,2024-05-25,63,89
1155,2024-05-27,143,100
1155,2024-05-31,135,81
1155,2024-06-01,139,142
1155,2024-06-04,208,58
1155,2024-06-05,223,95
1155,2024-06-13,140,215
1155,2024-06-17,176,60
1155,2024-06-23,158,242
1155,2024-07-17,206,78
1155,2024-07-18,347,115
1155,2024-07-23,176,248
1155,2024-07-26,309,223
1155,2024-07-28,141,128
1155,2024-07-29,201,51
1157,2024-05-12,136,105
1157,2024-05-17,150,42
1157,2024-05-19,114,68
1157,2024-05-20,62,28
1157,2024-05-21,140,114
1157,2024-05-25,117,130
1157,2024-05-27,118,62
1157,2024-05-28,194,71
1157,2024-05-29,159,145
1157,2024-05-30,106,117
1157,2024-05-31,134,108
1157,2024-06-04,224,248
1157,2024-06-10,160,242
1157,2024-06-13,139,238
1157,2024-06-17,167,149
1157,2024-06-19,112,182
1157,2024-06-25,140,183
1157,2024-06-26,277,139
1157,2024-07-02,311,148
1157,2024-07-05,262,161
1157,2024-07-06,234,72
1157,2024-07-08,202,202
1157,2024-07-10,208,113
1157,2024-07-11,180,61
1157,2024-07-12,323,57
1157,2024-07-13,208,54
1157,2024-07-15,132,67
1157,2024-07-18,251,87
1157,2024-07-20,106,216
1157,2024-07-25,281,246
1157,2024-07-26,296,240
1157,2024-07-27,208,132
1157,2024-08-02,114,188
1157,2024-08-07,274,212
1157,2024-08-22,350,169
1160,2024-05-19,87,149
1160,2024-05-22,200,87
1160,2024-05-25,158,27
1160,2024-05-27,105,43
1160,2024-06-03,100,222
1160,2024-06-06,100,127
1160,2024-06-08,309,71
1160,2024-06-12,266,87
1160,2024-06-13,329,199
1160,2024-06-16,225,167
1160,2024-06-26,209,242
1160,2024-06-28,348,172
1160,2024-06-29,347,151
1160,2024-07-03,142,142
1160,2024-07-10,292,60
1160,2024-07-11,138,108
1160,2024-07-13,346,156
1160,2024-07-16,319,86
1160,2024-07-19,235,128
1160,2024-07-25,211,67
1160,2024-07-30,233,64
1160,2024-08-12,346,229
1160,2024-08-16,204,221
1160,2024-08-19,147,53
1160,2024-08-21,112,113
1160,2024-08-23,250,198
1160,2024-09-05,226,76
1160,2024-09-09,127,108
1160,2024-09-11,166,135
1160,2024-09-14,277,142
1160,2024-09-18,160,108
1160,2024-09-22,207,156
1161,2024-05-10,67,95
1161,2024-05-11,129,147
1161,2024-05-12,96,137
1161,2024-05-14,55,78
1161,2024-05-23,180,90
1161,2024-05-24,59,57
1161,2024-06-03,93,61
1161,2024-06-08,121,124
1161,2024-06-09,102,176
1161,2024-06-13,116,90
1163,2024-05-09,108,96
1163,2024-05-27,88,137
1163,2024-05-29,145,71
1163,2024-06-01,237,245
1163,2024-06-03,171,148
1163,2024-06-05,271,53
1163,2024-06-09,204,136
1163,2024-06-10,316,166
1163,2024-06-17,327,85
1164,2024-05-19,49,85
1164,2024-05-20,75,60
1164,2024-05-30,196,54
1164,2024-06-04,147,176
1164,2024-06-14,204,203
1164,2024-06-15,280,245
1164,2024-06-17,152,64
1164,2024-06-21,165,208
1164,2024-06-22,203,180
1164,2024-06-23,194,248
1164,2024-06-26,277,172
1164,2024-06-28,338,64
1164,2024-07-07,107,55
1164,2024-07-16,287,83
1164,2024-07-18,350,140
1164,2024-07-23,222,179
1164,2024-07-25,162,96
1164,2024-07-26,154,184
1164,2024-08-01,293,107
1164,2024-08-04,139,204
1164,2024-08-08,193,248
1164,2024-08-10,289,172
1164,2024-08-15,197,174
1164,2024-08-17,119,185
1165,2024-05-16,131,46
1165,2024-05-17,184,26
1165,2024-05-18,178,137
1165,2024-05-23,168,91
1165,2024-05-28,88,65
1165,2024-06-04,206,215
1165,2024-06-08,183,220
1165,2024-06-11,296,58
1165,2024-06-13,345,96
1165,2024-06-16,346,88
1165,2024-06-17,312,110
1165,2024-06-20,287,220
1165,2024-06-22,319,125
1165,2024-06-23,136,169
1165,2024-06-25,184,94
1165,2024-06-26,155,59
1165,2024-06-27,267,246
1165,2024-06-29,125,135
1165,2024-07-01,265,187
1165,2024-07-02,142,124
1165,2024-07-08,179,186
1165,2024-07-13,346,97
1165,2024-07-16,115,200
1165,2024-07-17,312,203
1165,2024-07-22,332,63
1165,2024-07-25,279,221
1165,2024-07-26,89,187
1165,2024-08-03,251,84
1165,2024-08-09,150,153
1165,2024-08-11,120,159
1165,2024-08-12,113,196
1165,2024-08-14,114,58
1165,2024-08-16,303,202
1165,2024-08-18,216,147
1165,2024-08-19,165,102
1165,2024-08-20,185,104
1165,2024-08-21,194,220
1165,2024-08-31,350,120
1165,2024-09-01,267,142
1165,2024-09-03,262,138
1165,2024-09-07,215,132
1165,2024-09-14,279,107
1165,2024-09-15,272,150
1166,2024-05-08,163,118
1166,2024-05-12,118,109
1166,2024-05-13,87,135
1166,2024-05-15,122,100
1166,2024-05-19,137,128
1166,2024-05-22,61,121
1166,2024-05-24,43,48
1166,2024-05-25,79,99
1166,2024-05-30,69,135
1166,2024-05-31,87,83
1166,2024-06-02,107,179
1166,2024-06-04,250,180
1166,2024-06-10,181,224
1166,2024-06-11,265,103
1166,2024-06-21,262,186
1166,2024-06-24,178,73
1166,2024-06-25,229,120
1166,2024-06-26,322,239
1166,2024-06-27,283,178
1166,2024-06-28,232,115
1166,2024-07-04,316,84
1166,2024-07-10,217,172
1166,2024-07-12,124,103
1166,2024-07-13,341,222
1166,2024-07-14,316,80
1166,2024-07-25,294,155
1166,2024-07-29,240,58
1166,2024-07-30,150,154
1166,2024-07-31,314,203
1166,2024-08-01,141,225
1166,2024-08-02,88,226
1166,2024-08-05,304,177
1166,2024-08-07,133,83
1166,2024-08-10,327,143
1166,2024-08-11,166,93
1166,2024-08-17,324,124
1166,2024-08-22,344,157
1170,2024-05-13,88,64
1170,2024-05-17,102,127
1170,2024-05-18,86,150
1170,2024-05-19,65,99
1170,2024-05-22,87,35
1170,2024-05-23,109,84
1170,2024-05-24,90,84
1170,2024-05-25,73,42
1170,2024-05-26,81,102
1170,2024-05-30,100,29
1170,2024-06-09,287,107
1170,2024-06-11,171,240
1170,2024-06-12,200,206
1170,2024-06-19,135,125
1170,2024-06-21,322,223
1170,2024-06-23,87,105
1170,2024-06-28,134,114
1170,2024-07-02,115,150
1170,2024-07-04,118,67
1170,2024-07-11,343,201
1171,2024-05-11,176,87
1171,2024-05-14,163,52
1171,2024-05-19,159,29
1171,2024-05-25,165,32
1171,2024-05-26,114,43
1171,2024-05-27,50,62
1171,2024-05-31,155,76
1171,2024-06-07,341,217
1171,2024-06-13,292,96
1171,2024-06-22,211,134
1171,2024-06-23,332,216
1171,2024-06-26,172,155
1171,2024-07-04,134,197
1171,2024-07-11,309,120
1171,2024-07-14,122,68
1171,2024-07-21,349,63
1171,2024-07-26,337,160
1171,2024-08-02,309,71
1171,2024-08-04,82,68
1171,2024-08-05,300,223
1171,2024-08-07,244,165
1171,2024-08-12,254,229
1171,2024-08-13,207,90
1171,2024-08-14,288,63
1171,2024-08-29,148,202
1173,2024-05-16,48,29
1173,2024-05-17,72,136
1173,2024-05-23,200,53
1173,2024-05-28,195,150
1173,2024-06-06,312,112
1173,2024-06-16,319,151
1173,2024-06-24,264,210
1173,2024-06-26,283,204
1173,2024-07-02,137,225
1173,2024-07-09,148,51
1173,2024-07-12,84,128
1173,2024-07-16,319,128
1173,2024-07-21,297,83
1173,2024-07-23,250,164
1173,2024-07-24,180,186
1173,2024-08-01,346,171
1173,2024-08-04,291,197
1173,2024-08-06,288,154
1173,2024-08-07,319,95
1173,2024-08-09,310,220
1174,2024-05-09,167,78
1174,2024-05-10,73,88
1174,2024-05-11,145,36
1174,2024-05-12,148,105
1174,2024-05-14,120,45
1174,2024-05-16,111,139
1174,2024-05-20,43,58
1174,2024-05-26,82,96
1174,2024-05-27,40,115
1174,2024-05-29,63,119
1174,2024-05-31,153,150
1174,2024-06-02,174,239
1174,2024-06-03,172,221
1174,2024-06-07,317,185
1174,2024-06-20,277,109
1174,2024-06-24,94,154
1174,2024-06-28,175,192
1174,2024-07-03,285,87
1174,2024-07-16,302,248
1174,2024-07-20,205,74
1174,2024-07-26,316,190
1174,2024-07-27,207,180
1174,2024-07-29,246,147
1174,2024-08-01,187,215
1174,2024-08-02,211,179
1174,2024-08-04,170,78
1174,2024-08-06,148,96
1174,2024-08-08,181,69
1174,2024-08-17,215,152
1174,2024-08-19,292,89
1174,2024-08-23,297,67
1174,2024-08-29,149,190
1174,2024-09-01,223,113
1174,2024-09-03,150,104
1174,2024-09-05,270,95
1174,2024-09-10,113,66
1174,2024-09-14,254,104
1174,2024-09-20,169,72
1174,2024-09-22,294,146
1174,2024-09-24,167,181
1175,2024-05-13,173,149
1175,2024-05-17,180,120
1175,2024-05-18,164,120
1175,2024-05-22,88,133
1175,2024-05-23,82,24
1175,2024-05-26,44,28
1175,2024-05-28,134,148
1175,2024-05-31,131,64
1175,2024-06-02,154,52
1175,2024-06-03,114,73
1175,2024-06-08,286,118
1175,2024-06-11,89,147
1175,2024-06-13,84,77
1175,2024-06-14,137,71
1175,2024-06-28,242,201
1175,2024-06-30,248,137
1175,2024-07-02,349,138
1175,2024-07-04,257,204
1175,2024-07-07,216,90
1175,2024-07-09,148,138
1175,2024-07-18,228,52
1175,2024-07-19,283,129
1175,2024-07-21,340,55
1175,2024-08-01,149,137
1175,2024-08-03,235,94
1175,2024-08-05,142,211
1175,2024-08-08,216,242
1175,2024-08-15,295,160
1175,2024-08-16,338,89
1175,2024-08-17,231,138
1175,2024-08-25,137,61
1175,2024-08-26,146,82
1175,2024-08-29,295,245
1175,2024-08-31,80,58
1175,2024-09-01,292,69
1176,2024-05-15,162,148
1176,2024-05-20,66,82
1176,2024-05-23,191,146
1176,2024-05-24,105,64
1176,2024-05-25,106,90
1176,2024-05-27,178,138
1176,2024-05-31,163,116
1176,2024-06-01,335,74
1176,2024-06-07,104,97
1176,2024-06-13,255,86
1176,2024-06-15,141,170
1176,2024-06-16,310,198
1176,2024-06-21,179,83
1176,2024-06-24,107,97
1176,2024-06-26,253,230
1176,2024-06-29,304,77
1176,2024-06-30,151,154
1176,2024-07-01,236,127
1176,2024-07-04,110,139
1176,2024-07-12,344,246
1176,2024-07-15,303,96
1176,2024-07-21,281,149
1176,2024-07-27,253,50
1176,2024-07-28,277,130
1178,2024-05-17,64,77
1178,2024-05-22,59,37
1178,2024-05-24,48,132
1178,2024-05-31,44,74
1178,2024-06-03,164,66
1178,2024-06-06,239,147
1178,2024-06-07,240,98
1178,2024-06-10,265,201
1178,2024-06-13,131,118
1178,2024-06-15,162,211
1178,2024-06-25,276,168
1178,2024-06-26,99,147
1178,2024-06-29,148,159
1178,2024-06-30,145,118
1180,2024-05-16,96,42
1180,2024-05-17,124,71
1180,2024-05-18,197,88
1180,2024-05-20,194,120
1180,2024-05-22,50,43
1180,2024-05-24,62,90
1180,2024-06-01,111,152
1180,2024-06-02,256,212
1180,2024-06-09,325,220
1180,2024-07-03,294,120
1180,2024-07-07,125,182
1180,2024-07-15,106,126
1180,2024-07-16,214,240
1180,2024-07-17,325,207
1180,2024-07-22,86,164
1180,2024-07-23,180,141
1180,2024-08-14,311,164
1180,2024-08-19,193,63
1180,2024-08-28,250,207
1180,2024-08-31,192,97
1180,2024-09-04,105,120
1181,2024-05-13,178,32
1181,2024-05-14,176,57
1181,2024-05-15,162,109
1181,2024-05-16,103,133
1181,2024-05-19,160,63
1181,2024-05-22,77,65
1181,2024-05-25,141,74
1181,2024-05-31,57,30
1181,2024-06-02,97,102
1181,2024-06-04,139,207
1181,2024-06-05,207,87
1181,2024-06-07,266,89
1181,2024-06-10,346,174
1183,2024-05-17,86,108
1183,2024-05-20,105,128
1183,2024-05-21,101,43
1183,2024-05-24,61,124
1183,2024-05-26,99,40
1183,2024-05-28,190,141
1183,2024-05-29,149,62
1183,2024-06-03,211,191
1183,2024-06-04,210,156
1183,2024-06-17,281,97
1183,2024-06-19,87,232
1183,2024-06-24,292,112
1183,2024-06-25,197,60
1184,2024-05-14,87,44
1184,2024-05-15,79,29
1184,2024-05-20,173,148
1184,2024-05-24,167,33
1184,2024-05-28,57,128
1184,2024-05-30,138,42
1184,2024-06-01,251,203
1184,2024-06-11,240,87
1184,2024-06-12,115,195
1184,2024-06-18,236,210
1184,2024-06-20,209,162
1184,2024-06-25,94,228
1184,2024-06-27,142,82
1184,2024-06-29,144,79
1184,2024-07-14,222,130
1184,2024-07-18,305,216
1184,2024-07-21,162,236
1184,2024-07-22,317,210
1184,2024-07-30,109,54
1184,2024-08-01,133,144
1184,2024-08-03,224,60
1184,2024-08-09,176,105
1185,2024-05-18,88,58
1185,2024-05-23,105,48
1185,2024-05-24,55,21
1185,2024-05-29,196,61
1185,2024-05-31,90,31
1185,2024-06-02,271,140
1185,2024-06-10,83,241
1185,2024-06-13,225,88
1187,2024-05-09,57,72
1187,2024-05-10,118,20
1187,2024-05-12,149,116
1187,2024-05-13,51,105
1187,2024-05-14,128,105
1187,2024-05-18,64,143
1187,2024-05-19,154,48
1187,2024-05-20,111,45
1187,2024-05-22,157,149
1187,2024-05-24,149,93
1187,2024-05-25,46,109
1187,2024-05-28,148,108
1187,2024-06-04,108,83
1187,2024-06-14,122,116
1187,2024-06-15,136,88
1187,2024-06-16,198,58
1187,2024-06-17,258,234
1187,2024-06-19,350,199
1190,2024-05-19,157,92
1190,2024-05-20,81,74
1190,2024-05-23,131,134
1190,2024-05-24,124,144
1190,2024-05-26,114,30
1190,2024-05-27,73,145
1190,2024-05-28,77,101
1190,2024-05-29,65,84
1190,2024-05-30,92,50
1190,2024-06-01,292,144
1190,2024-06-03,207,179
1190,2024-06-04,277,129
1190,2024-06-09,334,207
1190,2024-06-10,268,62
1190,2024-06-16,86,141
1190,2024-06-21,191,140
1190,2024-06-23,256,222
1190,2024-06-27,229,51
1190,2024-06-29,288,181
1190,2024-07-01,104,224
1190,2024-07-02,116,162
1190,2024-07-07,87,99
1190,2024-07-09,225,194
1191,2024-05-11,49,117
1191,2024-05-17,187,107
1191,2024-05-20,47,44
1191,2024-05-26,131,60
1191,2024-05-31,90,142
1191,2024-06-02,327,155
1191,2024-06-06,205,141
1191,2024-06-17,95,225
1191,2024-06-18,219,238
1191,2024-06-19,82,221
1191,2024-06-20,342,187
1191,2024-06-29,331,249
1191,2024-07-12,321,155
1191,2024-07-20,179,165
1191,2024-07-21,260,200
1191,2024-08-03,230,133
1191,2024-08-04,105,95
1191,2024-08-06,178,122
1191,2024-08-16,307,118
1191,2024-08-24,340,169
1191,2024-08-26,151,119
1191,2024-08-27,187,134
1191,2024-09-05,100,199
1191,2024-09-10,278,162
1191,2024-09-11,105,98
1191,2024-09-17,188,120
1191,2024-09-19,285,77
1191,2024-09-20,135,111
1191,2024-09-23,292,148
1193,2024-05-16,77,23
1193,2024-05-19,132,47
1193,2024-05-22,156,97
1193,2024-05-24,78,149
1193,2024-05-27,110,72
1193,2024-05-30,143,88
1193,2024-06-04,326,84
1193,2024-06-10,328,151
1193,2024-06-25,161,168
1193,2024-07-02,270,150
1193,2024-07-03,187,114
1193,2024-07-05,336,63
1193,2024-07-10,242,235
1193,2024-07-13,242,221
1193,2024-07-15,119,189
1193,2024-07-17,117,80
1193,2024-07-23,312,160
1193,2024-07-25,214,119
1193,2024-07-30,244,114
1193,2024-07-31,154,202
1193,2024-08-03,336,184
1193,2024-08-09,291,120
1193,2024-08-12,255,130
1193,2024-08-13,265,216
1193,2024-08-17,282,68
1193,2024-08-19,143,54
1193,2024-08-20,239,179
1193,2024-08-28,327,212
1193,2024-09-11,262,147
1193,2024-09-15,259,189
1193,2024-09-23,157,109
1194,2024-05-16,200,27
1194,2024-05-24,179,56
1194,2024-06-01,215,231
1194,2024-06-04,290,219
1194,2024-06-09,192,228
1194,2024-06-12,88,108
1194,2024-06-17,233,213
1194,2024-06-18,105,124
1194,2024-06-20,202,186
1194,2024-06-23,105,221
1194,2024-07-04,171,166
1194,2024-07-09,137,239
1194,2024-07-13,225,67
1194,2024-07-16,148,104
1194,2024-07-21,345,164
1194,2024-07-24,90,76
1194,2024-07-31,172,133
1194,2024-08-03,311,193
1194,2024-08-08,100,114
1194,2024-08-09,299,240
1194,2024-08-10,247,147
1194,2024-08-12,81,188
1194,2024-08-14,241,145
1194,2024-08-19,280,90
1194,2024-08-20,187,154
1194,2024-08-21,319,103
1194,2024-08-22,277,239
1194,2024-08-26,288,158
1194,2024-08-28,301,60
1195,2024-05-16,156,140
1195,2024-05-20,121,73
1195,2024-05-21,156,62
1195,2024-05-22,120,72
1195,2024-05-25,133,106
1195,2024-05-26,184,111
1195,2024-05-30,140,123
1195,2024-06-13,176,111
1195,2024-06-21,203,205
1196,2024-05-19,169,90
1196,2024-05-20,69,113
1196,2024-05-25,102,143
1196,2024-05-28,92,91
1196,2024-05-29,93,30
1196,2024-06-02,172,79
1197,2024-05-11,56,133
1197,2024-05-15,74,29
1197,2024-05-16,150,30
1197,2024-05-18,133,147
1197,2024-05-21,112,60
1197,2024-05-23,127,100
1197,2024-05-27,169,143
1197,2024-05-28,129,75
1197,2024-05-29,149,43
1197,2024-06-07,150,156
1197,2024-06-08,283,133
1197,2024-06-11,119,225
1197,2024-06-12,181,161
1197,2024-06-14,232,220
1197,2024-06-17,291,114
1197,2024-06-18,342,228
1197,2024-06-22,289,210
1197,2024-06-29,255,216
1197,2024-07-02,259,245
1197,2024-07-03,185,88
1197,2024-07-12,317,242
1197,2024-07-16,309,122
1197,2024-07-19,338,88
1197,2024-07-20,160,76
1197,2024-07-24,207,155
1197,2024-07-29,95,160
1197,2024-08-01,157,113
1197,2024-08-03,188,213
1197,2024-08-04,225,193
1197,2024-08-07,249,58
1197,2024-08-11,315,81
1197,2024-08-13,138,55
1197,2024-08-16,308,86
1197,2024-08-21,150,84
1197,2024-08-26,180,190
1197,2024-08-31,262,180
1197,2024-09-03,183,193
1197,2024-09-04,264,74
1197,2024-09-06,222,64
1197,2024-09-08,295,149
1197,2024-09-09,250,113
1197,2024-09-12,282,70
1197,2024-09-16,178,119
1197,2024-09-18,120,165
1197,2024-09-21,267,108
1199,2024-05-17,41,100
1199,2024-05-20,80,72
1199,2024-05-25,175,126
1199,2024-05-30,61,93
1199,2024-06-04,321,113
1199,2024-06-11,277,87
1199,2024-06-12,128,104
1199,2024-06-22,154,133
1199,2024-06-23,230,87
1199,2024-06-24,126,88
1200,2024-05-22,154,66
1200,2024-05-24,96,145
1200,2024-06-11,232,237
1200,2024-06-13,124,111
1200,2024-06-17,180,185
1200,2024-06-22,297,62
1200,2024-06-27,198,146
1200,2024-07-03,94,248
1200,2024-07-04,285,138
1200,2024-07-05,153,145
1201,2024-06-11,85,250
1201,2024-06-12,332,219
1201,2024-06-15,186,149
1201,2024-06-21,148,110
1201,2024-06-30,297,187
1201,2024-07-05,229,235
1201,2024-07-10,332,80
1201,2024-07-12,135,147
1202,2024-06-02,85,114
1202,2024-06-03,250,81
1202,2024-06-13,272,56
1202,2024-06-14,103,109
1202,2024-06-15,205,246
1202,2024-06-16,94,97
1202,2024-06-17,127,196
1202,2024-06-26,102,111
1202,2024-06-30,84,113
1202,2024-07-03,228,176
1202,2024-07-12,317,75
1202,2024-07-14,123,205
1202,2024-07-20,187,94
1202,2024-07-24,253,102
1202,2024-07-26,175,50
1202,2024-08-03,227,210
1202,2024-08-08,292,182
1202,2024-08-09,322,126
1202,2024-08-10,305,114
1202,2024-08-11,259,84
1202,2024-08-15,308,60
1202,2024-08-16,153,179
1202,2024-08-22,118,164
1202,2024-08-25,143,249
1202,2024-08-28,183,242
1203,2024-06-20,202,239
1203,2024-06-22,333,59
1203,2024-06-24,144,76
1203,2024-06-26,257,190
1203,2024-07-04,144,90
1203,2024-07-06,287,141
1204,2024-06-01,265,125
1204,2024-06-04,200,80
1204,2024-06-19,94,150
1204,2024-06-20,83,146
1204,2024-06-21,146,113
1204,2024-07-06,316,86
1204,2024-07-17,219,196
1204,2024-07-23,245,100
1204,2024-07-28,139,163
1204,2024-07-30,248,64
1204,2024-08-04,218,211
1204,2024-08-09,190,69
1204,2024-08-11,273,61
1204,2024-08-15,205,80
1204,2024-08-19,132,93
1204,2024-08-20,205,173
1204,2024-08-21,115,186
1204,2024-08-22,254,156
1204,2024-09-03,126,68
1204,2024-09-13,108,152
1204,2024-09-14,243,141
1204,2024-09-19,189,176
1205,2024-06-02,183,89
1205,2024-06-04,251,160
1205,2024-06-05,271,163
1205,2024-06-06,297,60
1205,2024-06-16,117,134
1205,2024-06-18,213,110
1205,2024-06-20,269,84
1205,2024-06-21,330,169
1205,2024-06-22,96,130
1205,2024-07-04,319,133
1205,2024-07-09,153,104
1205,2024-07-20,151,171
1205,2024-07-25,103,208
1205,2024-07-26,150,223
1205,2024-07-28,158,138
1205,2024-08-03,291,67
1205,2024-08-08,330,174
1205,2024-08-12,114,227
1205,2024-08-22,170,67
1205,2024-08-26,104,129
1205,2024-08-30,286,238
1205,2024-09-01,147,167
1205,2024-09-03,239,64
1205,2024-09-04,177,180
1205,2024-09-07,115,198
1205,2024-09-08,253,76
1205,2024-09-14,249,158
1205,2024-09-16,102,190
1205,2024-09-17,150,66
1205,2024-09-18,203,134
1205,2024-09-20,117,147
1205,2024-09-21,297,96
1205,2024-09-22,144,183
1205,2024-09-23,208,115
1205,2024-09-28,275,133
1205,2024-09-30,109,199
1206,2024-06-08,180,129
1206,2024-06-09,309,206
1206,2024-06-13,95,229
1206,2024-06-15,161,165
1206,2024-06-19,98,137
1206,2024-06-21,302,157
1206,2024-06-25,142,202
1206,2024-06-26,145,232
1206,2024-06-27,341,189
1206,2024-06-30,92,245
1206,2024-07-07,279,113
1206,2024-07-10,324,162
1206,2024-07-17,177,247
1206,2024-07-23,199,216
1206,2024-07-24,115,138
1206,2024-07-27,335,116
1206,2024-07-28,342,183
1206,2024-08-03,293,238
1206,2024-08-07,329,189
1206,2024-08-08,169,107
1206,2024-08-11,89,202
1206,2024-08-12,278,117
1207,2024-05-26,65,61
1207,2024-06-01,314,235
1207,2024-06-02,269,218
1207,2024-06-03,299,56
1207,2024-06-04,106,202
1207,2024-06-05,176,59
1207,2024-06-06,254,74
1207,2024-06-15,109,143
1207,2024-06-17,133,198
1207,2024-06-18,121,229
1207,2024-06-19,220,192
1207,2024-06-22,144,240
1207,2024-06-23,160,193
1207,2024-06-26,88,138
1207,2024-06-27,266,85
1207,2024-06-30,244,170
1207,2024-07-05,229,120
1207,2024-07-07,119,127
1207,2024-07-08,293,231
1207,2024-07-18,310,160
1207,2024-07-20,154,171
1207,2024-07-24,106,216
1207,2024-07-29,260,139
1207,2024-07-31,84,84
1207,2024-08-03,88,123
1207,2024-08-06,146,204
1207,2024-08-07,201,130
1208,2024-06-08,287,69
1208,2024-06-11,163,116
1208,2024-06-23,147,203
1208,2024-06-25,132,136
1208,2024-06-29,119,101
1208,2024-07-01,166,218
1208,2024-07-02,120,196
1208,2024-07-03,269,53
1208,2024-07-09,220,185
1208,2024-07-22,180,198
1208,2024-07-30,119,224
1208,2024-07-31,151,222
1208,2024-08-06,129,168
1208,2024-08-10,162,198
1208,2024-08-31,341,108
1208,2024-09-03,263,144
1208,2024-09-05,292,105
1208,2024-09-07,169,82
1208,2024-09-10,255,129
1208,2024-09-17,270,184
1208,2024-09-20,152,140
1208,2024-09-24,227,171
1208,2024-09-25,159,96
