id_interne_plant,date,etat,note
2321,2017-07-15,O,Légère variabilité observée.
2245,2017-07-15,O,Condition normale pour la saison.
2472,2017-07-15,O,Rien à signaler.
2235,2017-07-15,O,Condition normale pour la saison.
2158,2017-07-15,O,Rien à signaler.
2260,2017-07-15,O,Légère variabilité observée.
1920,2017-07-15,O,Condition normale pour la saison.
2035,2017-07-15,O,Rien à signaler.
2290,2017-07-15,O,Légère variabilité observée.
2257,2017-07-15,O,Légère variabilité observée.
1895,2017-07-15,O,Rien à signaler.
1919,2017-07-15,O,Condition normale pour la saison.
1987,2017-07-15,O,Rien à signaler.
2563,2017-07-15,O,Légère variabilité observée.
1863,2017-07-15,O,Légère variabilité observée.
2012,2017-07-15,O,Rien à signaler.
1960,2017-07-15,O,Rien à signaler.
2539,2017-07-15,O,Légère variabilité observée.
1958,2017-07-15,O,Légère variabilité observée.
2116,2017-07-15,O,Condition normale pour la saison.
2170,2017-07-15,O,Condition normale pour la saison.
1850,2017-07-15,O,Rien à signaler.
2449,2017-07-15,O,Rien à signaler.
1880,2017-07-15,O,Rien à signaler.
1971,2017-07-15,O,Condition normale pour la saison.
2044,2017-07-15,O,Condition normale pour la saison.
1932,2017-07-15,O,Condition normale pour la saison.
2586,2017-07-15,O,Légère variabilité observée.
2017,2017-07-15,O,Légère variabilité observée.
2082,2017-07-15,O,Rien à signaler.
1832,2017-07-15,O,Condition normale pour la saison.
2528,2017-07-15,O,Condition normale pour la saison.
2206,2017-07-15,O,Rien à signaler.
2053,2017-07-15,O,Condition normale pour la saison.
2018,2017-07-15,O,Condition normale pour la saison.
2407,2017-07-15,O,Rien à signaler.
1939,2017-07-15,O,Condition normale pour la saison.
1816,2017-07-15,O,Rien à signaler.
1838,2017-07-15,O,Légère variabilité observée.
2320,2017-07-15,O,Rien à signaler.
1845,2017-07-15,O,Rien à signaler.
2278,2017-07-15,O,Rien à signaler.
2237,2017-07-15,O,Condition normale pour la saison.
2354,2017-07-15,O,Condition normale pour la saison.
2577,2017-07-15,O,Légère variabilité observée.
2556,2017-07-15,O,Condition normale pour la saison.
2358,2017-07-15,O,Condition normale pour la saison.
2016,2017-07-15,O,Condition normale pour la saison.
2341,2017-07-15,O,Condition normale pour la saison.
2461,2017-07-15,O,Légère variabilité observée.
1876,2017-07-15,O,Légère variabilité observée.
1886,2017-07-15,O,Condition normale pour la saison.
2250,2017-07-15,O,Rien à signaler.
2557,2017-07-15,O,Légère variabilité observée.
1817,2017-07-15,O,Rien à signaler.
2374,2017-07-15,O,Condition normale pour la saison.
1956,2017-07-15,O,Condition normale pour la saison.
1970,2017-07-15,O,Légère variabilité observée.
2076,2017-07-15,O,Condition normale pour la saison.
2552,2017-07-15,O,Condition normale pour la saison.
1829,2017-07-15,O,Rien à signaler.
1837,2017-07-15,O,Condition normale pour la saison.
2338,2017-07-15,O,Rien à signaler.
2377,2017-07-15,O,Condition normale pour la saison.
1810,2017-07-15,O,Légère variabilité observée.
2473,2017-07-15,O,Rien à signaler.
2009,2017-07-15,O,Rien à signaler.
2433,2017-07-15,O,Légère variabilité observée.
2344,2017-07-15,O,Légère variabilité observée.
2532,2017-07-15,O,Légère variabilité observée.
1844,2017-07-15,O,Condition normale pour la saison.
2123,2017-07-15,O,Condition normale pour la saison.
2499,2017-07-15,O,Rien à signaler.
2399,2017-07-15,O,Condition normale pour la saison.
2040,2017-07-15,O,Condition normale pour la saison.
2297,2017-07-15,O,Condition normale pour la saison.
2303,2017-07-15,O,Condition normale pour la saison.
2112,2017-07-15,O,Rien à signaler.
2587,2017-07-15,O,Condition normale pour la saison.
1972,2017-07-15,O,Rien à signaler.
2138,2017-07-15,O,Rien à signaler.
2549,2017-07-15,O,Rien à signaler.
2403,2017-07-15,O,Condition normale pour la saison.
2258,2017-07-15,O,Condition normale pour la saison.
2198,2017-07-15,O,Condition normale pour la saison.
2291,2017-07-15,O,Rien à signaler.
2448,2017-07-15,O,Légère variabilité observée.
2520,2017-07-15,O,Rien à signaler.
2215,2017-07-15,O,Condition normale pour la saison.
1875,2017-07-15,O,Condition normale pour la saison.
2283,2017-07-15,O,Condition normale pour la saison.
2502,2017-07-15,O,Condition normale pour la saison.
2125,2017-07-15,O,Condition normale pour la saison.
1937,2017-07-15,O,Légère variabilité observée.
2239,2017-07-15,O,Condition normale pour la saison.
2516,2017-07-15,O,Légère variabilité observée.
2171,2017-07-15,O,Légère variabilité observée.
2289,2017-07-15,O,Condition normale pour la saison.
2394,2017-07-15,O,Condition normale pour la saison.
2436,2017-07-15,O,Condition normale pour la saison.
2231,2017-07-15,O,Rien à signaler.
1948,2017-07-15,O,Légère variabilité observée.
2221,2017-07-15,O,Rien à signaler.
1897,2017-07-15,O,Condition normale pour la saison.
2118,2017-07-15,O,Condition normale pour la saison.
2203,2017-07-15,O,Légère variabilité observée.
1978,2017-07-15,O,Condition normale pour la saison.
2439,2017-07-15,O,Condition normale pour la saison.
1815,2017-07-15,O,Condition normale pour la saison.
2548,2017-07-15,O,Condition normale pour la saison.
1908,2017-07-15,O,Condition normale pour la saison.
2213,2017-07-15,O,Rien à signaler.
2474,2017-07-15,O,Condition normale pour la saison.
2543,2017-07-15,O,Rien à signaler.
2536,2017-07-15,O,Rien à signaler.
2252,2017-07-15,O,Condition normale pour la saison.
1966,2017-07-15,O,Rien à signaler.
2505,2017-07-15,O,Condition normale pour la saison.
2280,2017-07-15,O,Condition normale pour la saison.
2547,2017-07-15,O,Condition normale pour la saison.
1856,2017-07-15,O,Légère variabilité observée.
2114,2017-07-15,O,Condition normale pour la saison.
2105,2017-07-15,O,Condition normale pour la saison.
2261,2017-07-15,O,Condition normale pour la saison.
2094,2017-07-15,O,Condition normale pour la saison.
1870,2017-07-15,O,Condition normale pour la saison.
1825,2017-07-15,O,Légère variabilité observée.
2212,2017-07-15,O,Légère variabilité observée.
2478,2017-07-15,O,Condition normale pour la saison.
1839,2017-07-15,O,Condition normale pour la saison.
2168,2017-07-15,O,Rien à signaler.
1872,2017-07-15,O,Rien à signaler.
2442,2017-07-15,O,Légère variabilité observée.
2386,2017-07-15,O,Légère variabilité observée.
2242,2017-07-15,O,Condition normale pour la saison.
2264,2017-07-15,O,Rien à signaler.
2545,2017-07-15,O,Légère variabilité observée.
2095,2017-07-15,O,Rien à signaler.
2308,2017-07-15,O,Rien à signaler.
1805,2017-07-15,O,Condition normale pour la saison.
1991,2017-07-15,O,Légère variabilité observée.
2506,2017-07-15,O,Condition normale pour la saison.
2244,2017-07-15,O,Rien à signaler.
1866,2017-07-15,O,Condition normale pour la saison.
2402,2017-07-15,O,Condition normale pour la saison.
1827,2017-07-15,O,Condition normale pour la saison.
2305,2017-07-15,O,Rien à signaler.
1869,2017-07-15,O,Légère variabilité observée.
2421,2017-07-15,O,Condition normale pour la saison.
2124,2017-07-15,O,Condition normale pour la saison.
2553,2017-07-15,O,Rien à signaler.
2594,2017-07-15,O,Condition normale pour la saison.
2036,2017-07-15,O,Rien à signaler.
2024,2017-07-15,O,Condition normale pour la saison.
2259,2017-07-15,O,Condition normale pour la saison.
1826,2017-07-15,O,Condition normale pour la saison.
2109,2017-07-15,O,Condition normale pour la saison.
2428,2017-07-15,O,Rien à signaler.
1852,2017-07-15,O,Légère variabilité observée.
2052,2017-07-15,O,Légère variabilité observée.
2425,2017-07-15,O,Condition normale pour la saison.
2581,2017-07-15,O,Rien à signaler.
2079,2017-07-15,O,Rien à signaler.
2296,2017-07-15,O,Condition normale pour la saison.
2172,2017-07-15,O,Condition normale pour la saison.
2391,2017-07-15,O,Condition normale pour la saison.
2111,2017-07-15,O,Légère variabilité observée.
2039,2017-07-15,O,Condition normale pour la saison.
2069,2017-07-15,O,Légère variabilité observée.
2570,2017-07-15,O,Légère variabilité observée.
1989,2017-07-15,O,Condition normale pour la saison.
2511,2017-07-15,O,Condition normale pour la saison.
2379,2017-07-15,O,Condition normale pour la saison.
2580,2017-07-15,O,Condition normale pour la saison.
2148,2017-07-15,O,Condition normale pour la saison.
2201,2017-07-15,O,Légère variabilité observée.
2183,2017-07-15,O,Légère variabilité observée.
2302,2017-07-15,O,Condition normale pour la saison.
2157,2017-07-15,O,Rien à signaler.
1931,2017-07-15,O,Condition normale pour la saison.
1894,2017-07-15,O,Rien à signaler.
2057,2017-07-15,O,Rien à signaler.
2551,2017-07-15,O,Légère variabilité observée.
2003,2017-07-15,O,Condition normale pour la saison.
1859,2017-07-15,O,Condition normale pour la saison.
1964,2017-07-15,O,Condition normale pour la saison.
1907,2017-07-15,O,Condition normale pour la saison.
1925,2017-07-15,O,Condition normale pour la saison.
2063,2017-07-15,O,Légère variabilité observée.
2263,2017-07-15,O,Condition normale pour la saison.
2562,2017-07-15,O,Légère variabilité observée.
2230,2017-07-15,O,Légère variabilité observée.
1847,2017-07-15,O,Condition normale pour la saison.
