id,id_plant,date_eco,note
579,MCA0491,2025-11-24,Feuilles abîmées
580,MCA0491,2025-11-17,Croissance rapide
581,MCA0491,2025-06-25,Insectes observés
582,MCA0491,2025-06-07,Feuilles abîmées
583,MCB5215,2025-06-30,Signes de stress hydrique
584,MCB5215,2025-11-20,Croissance rapide
585,MCC8311,2025-10-10,Insectes observés
586,MCC8311,2025-09-27,Feuilles abîmées
587,MCC8311,2025-10-23,Signes de stress hydrique
588,MCC8311,2025-06-02,Croissance rapide
589,MCC8311,2025-12-05,Feuilles abîmées
590,MCB7645,2025-08-16,Feuilles abîmées
591,MCB7645,2025-06-17,Croissance rapide
592,MCB7645,2025-12-28,Feuilles abîmées
593,MCB7645,2025-10-12,Croissance rapide
594,MCB7645,2025-10-02,Insectes observés
595,MCB3112,2025-07-16,Croissance rapide
596,MCB3112,2025-11-26,Insectes observés
597,MCB3112,2025-08-25,Insectes observés
598,MCB3112,2025-12-24,Signes de stress hydrique
599,MCA4284,2025-08-11,Insectes observés
600,MCA4284,2025-12-02,Croissance rapide
601,MCC7659,2025-10-14,Feuilles abîmées
602,MCB1932,2025-07-19,Signes de stress hydrique
603,MCB1932,2025-07-02,Signes de stress hydrique
604,MCB1932,2025-06-13,Feuilles abîmées
605,MCB1932,2025-07-12,Feuilles abîmées
606,MCC2923,2025-10-20,Feuilles abîmées
607,MCC2923,2025-06-29,Feuilles abîmées
608,MCC2923,2025-06-27,Feuilles abîmées
609,MCB5441,2025-10-23,Signes de stress hydrique
610,MCB5441,2025-12-10,Signes de stress hydrique
611,MCB5441,2025-07-13,Insectes observés
612,MCA6892,2025-08-25,Insectes observés
613,MCA6892,2025-06-22,Plante en bonne santé
614,MCA6892,2025-11-27,Feuilles abîmées
615,MCC0207,2025-06-08,Croissance rapide
616,MCC0207,2025-07-08,Signes de stress hydrique
617,MCC0207,2025-10-01,Insectes observés
618,MCC0207,2025-08-10,Plante en bonne santé
619,MCC0207,2025-11-04,Feuilles abîmées
620,MCA4796,2025-07-24,Signes de stress hydrique
621,MCA4796,2025-11-21,Insectes observés
622,MCA4796,2025-09-22,Signes de stress hydrique
623,MCA4796,2025-10-06,Croissance rapide
624,MCB1214,2025-12-26,Croissance rapide
625,MCB1214,2025-08-16,Plante en bonne santé
626,MCC9676,2025-06-17,Feuilles abîmées
627,MCC9676,2025-09-08,Insectes observés
628,MCC9676,2025-10-04,Signes de stress hydrique
629,MCA1401,2025-09-27,Signes de stress hydrique
630,MCA1401,2025-06-12,Signes de stress hydrique
631,MCC5661,2025-10-11,Croissance rapide
632,MCC5661,2025-12-10,Signes de stress hydrique
633,MCC5661,2025-07-12,Insectes observés
634,MCC5661,2025-09-03,Croissance rapide
635,MCC5661,2025-10-19,Croissance rapide
636,MCC0827,2025-08-15,Croissance rapide
637,MCC0827,2025-08-06,Feuilles abîmées
638,MCC8719,2025-09-18,Signes de stress hydrique
639,MCC7220,2025-10-23,Insectes observés
640,MCC7220,2025-06-13,Feuilles abîmées
641,MCC7220,2025-09-07,Signes de stress hydrique
642,MCC7220,2025-07-21,Plante en bonne santé
643,MCB2520,2025-12-24,Signes de stress hydrique
644,MCB2520,2025-11-17,Insectes observés
645,MCA7833,2025-09-16,Croissance rapide
646,MCA7833,2025-07-11,Insectes observés
647,MCA7833,2025-06-08,Feuilles abîmées
648,MCA7833,2025-06-04,Plante en bonne santé
649,MCC7701,2025-07-29,Signes de stress hydrique
650,MCC7701,2025-12-03,Feuilles abîmées
651,MCC7701,2025-10-06,Plante en bonne santé
652,MCC7701,2025-09-06,Insectes observés
653,MCC7701,2025-12-28,Plante en bonne santé
654,MCC7865,2025-11-20,Feuilles abîmées
655,MCC7865,2025-08-14,Feuilles abîmées
656,MCB6360,2025-06-27,Plante en bonne santé
657,MCB6360,2025-12-19,Insectes observés
658,MCB1168,2025-08-02,Feuilles abîmées
659,MCB1168,2025-10-16,Plante en bonne santé
660,MCB1168,2025-08-23,Plante en bonne santé
661,MCA8625,2025-09-26,Feuilles abîmées
662,MCA8625,2025-09-08,Plante en bonne santé
663,MCC4229,2025-10-24,Insectes observés
664,MCB9568,2025-11-10,Croissance rapide
665,MCB9568,2025-06-12,Insectes observés
666,MCB9568,2025-11-06,Insectes observés
667,MCB9568,2025-07-14,Feuilles abîmées
668,MCC0263,2025-12-08,Insectes observés
669,MCA8298,2025-10-13,Insectes observés
670,MCA8298,2025-08-04,Signes de stress hydrique
671,MCA5102,2025-09-26,Plante en bonne santé
672,MCA7575,2025-10-21,Feuilles abîmées
673,MCA7575,2025-06-17,Croissance rapide
674,MCA7575,2025-12-30,Croissance rapide
675,MCA7575,2025-09-20,Insectes observés
676,MCA7575,2025-09-16,Plante en bonne santé
677,MCC8417,2025-08-01,Feuilles abîmées
678,MCC8417,2025-08-07,Plante en bonne santé
679,MCC8417,2025-11-26,Feuilles abîmées
680,MCC3099,2025-08-12,Feuilles abîmées
681,MCC3099,2025-10-26,Feuilles abîmées
682,MCC3099,2025-06-16,Signes de stress hydrique
683,MCC3099,2025-12-26,Plante en bonne santé
684,MCA6546,2025-10-09,Croissance rapide
685,MCA6546,2025-12-11,Plante en bonne santé
686,MCA6546,2025-06-22,Plante en bonne santé
687,MCA6054,2025-10-30,Signes de stress hydrique
688,MCB6177,2025-06-19,Feuilles abîmées
689,MCA9489,2025-11-26,Croissance rapide
690,MCA9489,2025-06-09,Plante en bonne santé
691,MCA9489,2025-10-17,Feuilles abîmées
692,MCA9489,2025-12-07,Signes de stress hydrique
693,MCA2888,2025-10-13,Feuilles abîmées
694,MCA2888,2025-11-19,Signes de stress hydrique
695,MCA2888,2025-08-22,Insectes observés
696,MCC0477,2025-07-19,Insectes observés
697,MCC0477,2025-07-22,Insectes observés
698,MCC0477,2025-09-16,Feuilles abîmées
699,MCC0477,2025-06-10,Signes de stress hydrique
700,MCC0477,2025-10-07,Feuilles abîmées
701,MCC1874,2025-10-02,Insectes observés
702,MCC6444,2025-11-07,Feuilles abîmées
703,MCC6444,2025-06-09,Croissance rapide
704,MCC6444,2025-10-18,Croissance rapide
705,MCC6444,2025-11-03,Signes de stress hydrique
706,MCA9470,2025-07-03,Croissance rapide
707,MCA9470,2025-07-15,Signes de stress hydrique
708,MCA9470,2025-09-10,Feuilles abîmées
709,MCC2201,2025-08-15,Plante en bonne santé
710,MCC1968,2025-12-29,Feuilles abîmées
711,MCC1968,2025-10-12,Plante en bonne santé
712,MCC1968,2025-10-23,Feuilles abîmées
713,MCB8678,2025-06-09,Insectes observés
714,MCB8678,2025-08-07,Croissance rapide
715,MCA6586,2025-10-21,Signes de stress hydrique
716,MCA6586,2025-07-27,Croissance rapide
717,MCB8471,2025-12-22,Insectes observés
718,MCB8471,2025-10-09,Feuilles abîmées
719,MCB8471,2025-09-28,Croissance rapide
720,MCB8471,2025-08-04,Plante en bonne santé
721,MCB8471,2025-09-15,Insectes observés
722,MCC1070,2025-10-18,Insectes observés
723,MCC1070,2025-08-13,Insectes observés
724,MCC1070,2025-09-13,Plante en bonne santé
725,MCC1070,2025-07-18,Feuilles abîmées
726,MCC1070,2025-10-24,Signes de stress hydrique
727,MCC8215,2025-09-13,Croissance rapide
728,MCC8215,2025-06-12,Signes de stress hydrique
729,MCC8215,2025-08-22,Signes de stress hydrique
730,MCB1132,2025-12-06,Croissance rapide
731,MCB1132,2025-07-12,Insectes observés
732,MCB1132,2025-09-09,Signes de stress hydrique
733,MCB1132,2025-10-31,Croissance rapide
734,MCC1358,2025-09-03,Plante en bonne santé
735,MCC6544,2025-11-26,Signes de stress hydrique
736,MCC6544,2025-08-17,Signes de stress hydrique
737,MCB0943,2025-12-09,Feuilles abîmées
738,MCB0943,2025-12-17,Signes de stress hydrique
739,MCB0943,2025-10-01,Feuilles abîmées
740,MCB0943,2025-10-15,Feuilles abîmées
741,MCB0943,2025-09-15,Signes de stress hydrique
742,MCB6314,2025-06-17,Feuilles abîmées
743,MCB6314,2025-08-09,Feuilles abîmées
744,MCB6314,2025-08-26,Feuilles abîmées
745,MCB6314,2025-09-28,Insectes observés
746,MCB6314,2025-09-13,Signes de stress hydrique
747,MCA2221,2025-12-12,Insectes observés
748,MCA2221,2025-11-21,Croissance rapide
749,MCA2221,2025-06-09,Croissance rapide
750,MCA2221,2025-10-03,Plante en bonne santé
751,MCB0623,2025-12-18,Croissance rapide
752,MCB0623,2025-07-16,Plante en bonne santé
753,MCB4022,2025-11-01,Insectes observés
754,MCB4022,2025-08-22,Plante en bonne santé
755,MCB4022,2025-12-10,Croissance rapide
756,MCB4022,2025-11-26,Croissance rapide
757,MCB4022,2025-08-30,Feuilles abîmées
758,MCC6461,2025-06-15,Croissance rapide
759,MCA3411,2025-12-18,Croissance rapide
760,MCA3411,2025-08-01,Insectes observés
761,MCA3411,2025-08-07,Plante en bonne santé
762,MCA3411,2025-11-28,Insectes observés
763,MCB9943,2025-07-11,Insectes observés
764,MCB9943,2025-11-30,Feuilles abîmées
765,MCB9943,2025-12-29,Signes de stress hydrique
766,MCB9943,2025-07-03,Plante en bonne santé
767,MCB9943,2025-11-10,Croissance rapide
768,MCB5240,2025-09-11,Insectes observés
769,MCB5240,2025-09-23,Plante en bonne santé
770,MCC4510,2025-12-01,Signes de stress hydrique
771,MCC4510,2025-08-06,Feuilles abîmées
772,MCC4510,2025-10-26,Insectes observés
773,MCC4510,2025-10-11,Signes de stress hydrique
774,MCB2346,2025-07-04,Plante en bonne santé
775,MCB2346,2025-11-29,Croissance rapide
776,MCB2346,2025-10-29,Plante en bonne santé
777,MCB2241,2025-08-29,Plante en bonne santé
778,MCB2241,2025-08-17,Insectes observés
779,MCB2241,2025-12-10,Croissance rapide
780,MCA8384,2025-06-05,Plante en bonne santé
781,MCA8384,2025-09-30,Insectes observés
782,MCA8384,2025-10-03,Plante en bonne santé
783,MCA8384,2025-11-17,Plante en bonne santé
784,MCA8384,2025-10-16,Feuilles abîmées
785,MCB2565,2025-11-19,Insectes observés
786,MCB2565,2025-08-15,Feuilles abîmées
787,MCC0331,2025-06-26,Signes de stress hydrique
788,MCC0331,2025-09-02,Feuilles abîmées
789,MCC0331,2025-11-11,Signes de stress hydrique
790,MCC0331,2025-06-05,Signes de stress hydrique
791,MCA9707,2025-12-25,Croissance rapide
792,MCA9707,2025-06-04,Signes de stress hydrique
793,MCA9707,2025-07-27,Insectes observés
794,MCA9707,2025-07-21,Plante en bonne santé
795,MCA9707,2025-06-22,Insectes observés
796,MCC5056,2025-09-22,Insectes observés
797,MCC5056,2025-06-19,Insectes observés
798,MCC5056,2025-08-09,Plante en bonne santé
799,MCC5056,2025-11-28,Insectes observés
800,MCC5486,2025-06-12,Croissance rapide
801,MCC5486,2025-11-21,Feuilles abîmées
802,MCC5486,2025-06-23,Insectes observés
803,MCA1517,2025-10-20,Feuilles abîmées
804,MCA1517,2025-09-14,Signes de stress hydrique
805,MCC4162,2025-08-23,Plante en bonne santé
806,MCC4162,2025-06-27,Feuilles abîmées
807,MCC7968,2025-09-21,Signes de stress hydrique
808,MCC7968,2025-11-05,Signes de stress hydrique
809,MCC4138,2025-06-02,Croissance rapide
810,MCC4138,2025-10-25,Croissance rapide
811,MCA1063,2025-10-10,Insectes observés
812,MCA4491,2025-11-09,Insectes observés
813,MCA4491,2025-10-21,Croissance rapide
814,MCC2980,2025-12-26,Feuilles abîmées
815,MCC2980,2025-09-16,Plante en bonne santé
816,MCC2980,2025-09-13,Plante en bonne santé
817,MCC2980,2025-12-21,Plante en bonne santé
818,MCC2980,2025-10-03,Plante en bonne santé
819,MCB1565,2025-12-06,Insectes observés
820,MCB1565,2025-10-25,Croissance rapide
821,MCB1565,2025-09-30,Insectes observés
822,MCB1565,2025-07-20,Croissance rapide
823,MCA1161,2025-09-12,Insectes observés
824,MCA1161,2025-07-17,Plante en bonne santé
825,MCA1161,2025-10-28,Signes de stress hydrique
826,MCA1161,2025-06-12,Signes de stress hydrique
827,MCB8437,2025-12-02,Plante en bonne santé
828,MCB8437,2025-09-03,Feuilles abîmées
829,MCB8437,2025-11-29,Insectes observés
830,MCB8437,2025-11-03,Signes de stress hydrique
831,MCB8437,2025-09-29,Insectes observés
832,MCC2134,2025-06-20,Feuilles abîmées
833,MCC2134,2025-09-25,Insectes observés
834,MCC2134,2025-11-07,Signes de stress hydrique
835,MCC1224,2025-11-15,Feuilles abîmées
836,MCB5904,2025-08-24,Croissance rapide
837,MCB5904,2025-08-20,Croissance rapide
838,MCB5904,2025-12-28,Croissance rapide
839,MCC3174,2025-08-05,Plante en bonne santé
840,MCC3174,2025-08-15,Croissance rapide
841,MCC0427,2025-07-17,Feuilles abîmées
842,MCB2339,2025-06-18,Croissance rapide
843,MCC9443,2025-09-22,Croissance rapide
844,MCC9443,2025-10-11,Signes de stress hydrique
845,MCC9443,2025-07-12,Croissance rapide
846,MCC9443,2025-11-19,Croissance rapide
847,MCB9038,2025-06-17,Feuilles abîmées
848,MCB9038,2025-08-29,Plante en bonne santé
849,MCB9038,2025-10-14,Insectes observés
850,MCB1789,2025-10-14,Croissance rapide
851,MCB1789,2025-07-29,Insectes observés
852,MCB1789,2025-07-18,Feuilles abîmées
853,MCB1789,2025-11-07,Feuilles abîmées
854,MCB1789,2025-10-02,Croissance rapide
855,MCA4336,2025-07-17,Plante en bonne santé
856,MCA4336,2025-09-13,Insectes observés
857,MCA4336,2025-08-13,Insectes observés
858,MCA4336,2025-11-23,Feuilles abîmées
859,MCA4818,2025-12-08,Insectes observés
860,MCA4818,2025-12-14,Insectes observés
861,MCA4818,2025-11-10,Croissance rapide
862,MCB9528,2025-06-27,Feuilles abîmées
863,MCB9528,2025-12-15,Insectes observés
864,MCB9528,2025-12-30,Croissance rapide
865,MCB4091,2025-09-20,Feuilles abîmées
866,MCB4091,2025-08-15,Plante en bonne santé
867,MCB4091,2025-08-22,Plante en bonne santé
868,MCB4091,2025-12-09,Signes de stress hydrique
869,MCB4091,2025-09-13,Signes de stress hydrique
870,MCC0809,2025-11-15,Croissance rapide
871,MCC0809,2025-12-29,Insectes observés
872,MCC2734,2025-11-17,Plante en bonne santé
873,MCC2734,2025-10-07,Insectes observés
874,MCA9388,2025-11-07,Plante en bonne santé
875,MCA9388,2025-12-13,Feuilles abîmées
876,MCA9388,2025-07-02,Signes de stress hydrique
877,MCA5286,2025-12-22,Insectes observés
878,MCA5286,2025-08-23,Signes de stress hydrique
879,MCA5286,2025-11-27,Plante en bonne santé
880,MCA5286,2025-06-19,Feuilles abîmées
881,MCA9989,2025-07-11,Signes de stress hydrique
882,MCA9989,2025-06-28,Croissance rapide
883,MCA9989,2025-07-06,Plante en bonne santé
884,MCB0106,2025-08-18,Insectes observés
885,MCB0106,2025-07-29,Signes de stress hydrique
886,MCB0106,2025-08-13,Croissance rapide
887,MCB2857,2025-06-15,Feuilles abîmées
888,MCB2857,2025-06-27,Plante en bonne santé
889,MCC9032,2025-12-10,Croissance rapide
890,MCC9032,2025-06-01,Signes de stress hydrique
891,MCC9032,2025-11-14,Feuilles abîmées
892,MCC9032,2025-10-24,Plante en bonne santé
893,MCB2555,2025-12-13,Croissance rapide
894,MCB2555,2025-10-27,Signes de stress hydrique
895,MCB2555,2025-10-21,Insectes observés
896,MCB2555,2025-08-27,Plante en bonne santé
897,MCB2555,2025-08-14,Feuilles abîmées
898,MCC0407,2025-08-25,Plante en bonne santé
899,MCC0407,2025-11-10,Signes de stress hydrique
900,MCC0407,2025-06-18,Insectes observés
901,MCC3025,2025-11-19,Croissance rapide
902,MCC3025,2025-10-07,Signes de stress hydrique
903,MCC3025,2025-10-30,Feuilles abîmées
904,MCC3025,2025-11-13,Feuilles abîmées
905,MCC4898,2025-06-23,Insectes observés
906,MCC4898,2025-10-14,Signes de stress hydrique
907,MCC0340,2025-06-14,Signes de stress hydrique
908,MCC0340,2025-08-19,Croissance rapide
909,MCC0340,2025-11-23,Insectes observés
910,MCB8245,2025-10-19,Plante en bonne santé
911,MCB8245,2025-09-26,Croissance rapide
912,MCB8245,2025-07-21,Signes de stress hydrique
913,MCB8245,2025-12-22,Signes de stress hydrique
914,MCC7951,2025-09-26,Insectes observés
915,MCC7951,2025-07-19,Signes de stress hydrique
916,MCC7951,2025-09-03,Croissance rapide
917,MCA1926,2025-07-17,Feuilles abîmées
918,MCA1926,2025-07-08,Croissance rapide
919,MCA1926,2025-07-09,Feuilles abîmées
920,MCC3572,2025-10-17,Signes de stress hydrique
921,MCC3572,2025-07-03,Feuilles abîmées
922,MCC3572,2025-08-23,Croissance rapide
923,MCC3572,2025-08-18,Insectes observés
924,MCC3572,2025-06-16,Feuilles abîmées
925,MCC6017,2025-07-12,Feuilles abîmées
926,MCC6017,2025-06-11,Feuilles abîmées
927,MCC6017,2025-11-04,Croissance rapide
928,MCC6017,2025-08-31,Feuilles abîmées
929,MCA2524,2025-11-02,Plante en bonne santé
930,MCA2524,2025-08-09,Plante en bonne santé
931,MCA2524,2025-08-19,Insectes observés
932,MCA2524,2025-10-17,Feuilles abîmées
933,MCC2169,2025-11-06,Plante en bonne santé
934,MCB0816,2025-11-06,Insectes observés
935,MCB0816,2025-06-28,Plante en bonne santé
936,MCB0816,2025-08-30,Plante en bonne santé
937,MCB0816,2025-11-19,Feuilles abîmées
938,MCB0816,2025-06-21,Signes de stress hydrique
939,MCA3573,2025-09-14,Signes de stress hydrique
940,MCB9351,2025-07-20,Plante en bonne santé
941,MCB9351,2025-11-20,Feuilles abîmées
942,MCB9351,2025-12-02,Croissance rapide
943,MCB9351,2025-12-16,Insectes observés
944,MCB9351,2025-06-16,Insectes observés
945,MCB7867,2025-08-12,Signes de stress hydrique
946,MCB7867,2025-07-26,Plante en bonne santé
947,MCB0525,2025-09-01,Signes de stress hydrique
948,MCB0525,2025-08-01,Plante en bonne santé
949,MCB0525,2025-07-22,Feuilles abîmées
950,MCB0525,2025-11-30,Plante en bonne santé
951,MCB0525,2025-06-18,Feuilles abîmées
952,MCA5032,2025-07-09,Croissance rapide
953,MCA5032,2025-06-13,Feuilles abîmées
954,MCA5032,2025-10-31,Insectes observés
955,MCA5032,2025-11-09,Insectes observés
956,MCB8003,2025-10-20,Feuilles abîmées
957,MCB8003,2025-07-09,Plante en bonne santé
958,MCB0622,2025-10-07,Signes de stress hydrique
959,MCB0622,2025-07-11,Insectes observés
960,MCB0622,2025-06-09,Feuilles abîmées
961,MCB0622,2025-06-07,Croissance rapide
962,MCC6060,2025-10-02,Plante en bonne santé
963,MCC7729,2025-11-27,Croissance rapide
964,MCC7729,2025-09-09,Feuilles abîmées
965,MCB7154,2025-08-30,Plante en bonne santé
966,MCB7154,2025-12-24,Feuilles abîmées
967,MCB7154,2025-12-06,Croissance rapide
968,MCB6498,2025-11-20,Insectes observés
969,MCC4109,2025-08-03,Signes de stress hydrique
970,MCC4109,2025-10-07,Signes de stress hydrique
971,MCC4109,2025-12-19,Plante en bonne santé
972,MCC4109,2025-10-15,Signes de stress hydrique
973,MCC4109,2025-10-18,Croissance rapide
974,MCA4592,2025-11-12,Feuilles abîmées
975,MCA4592,2025-10-02,Insectes observés
976,MCA4592,2025-11-29,Insectes observés
977,MCA4592,2025-11-28,Croissance rapide
978,MCA4592,2025-06-23,Insectes observés
979,MCA0666,2025-10-05,Plante en bonne santé
980,MCA0666,2025-10-06,Croissance rapide
981,MCA0666,2025-06-03,Croissance rapide
982,MCB2410,2025-12-19,Plante en bonne santé
983,MCB2410,2025-10-04,Plante en bonne santé
984,MCA7121,2025-11-16,Insectes observés
985,MCA7121,2025-12-13,Signes de stress hydrique
986,MCA1931,2025-12-18,Plante en bonne santé
987,MCC0530,2025-07-03,Croissance rapide
988,MCC0530,2025-11-05,Croissance rapide
989,MCB0305,2025-11-13,Plante en bonne santé
990,MCB0305,2025-12-04,Plante en bonne santé
991,MCA3394,2025-12-24,Croissance rapide
992,MCB9660,2025-09-01,Feuilles abîmées
993,MCB9660,2025-11-02,Feuilles abîmées
994,MCB9660,2025-10-09,Signes de stress hydrique
995,MCB9660,2025-08-15,Signes de stress hydrique
996,MCB6954,2025-06-23,Croissance rapide
997,MCB6954,2025-12-09,Insectes observés
998,MCB6954,2025-06-07,Feuilles abîmées
999,MCB6954,2025-12-25,Feuilles abîmées
1000,MCB6954,2025-08-31,Plante en bonne santé
1001,MCB1749,2025-06-06,Insectes observés
1002,MCB1749,2025-10-11,Croissance rapide
1003,MCB1749,2025-07-07,Plante en bonne santé
1004,MCB1749,2025-11-25,Plante en bonne santé
1005,MCB1749,2025-09-04,Signes de stress hydrique
1006,MCA0649,2025-08-15,Croissance rapide
1007,MCA0649,2025-10-29,Croissance rapide
1008,MCA0649,2025-11-27,Feuilles abîmées
1009,MCA8918,2025-11-29,Feuilles abîmées
1010,MCA8918,2025-07-20,Signes de stress hydrique
1011,MCA8918,2025-09-24,Signes de stress hydrique
1012,MCB5539,2025-06-13,Feuilles abîmées
1013,MCB5539,2025-09-17,Croissance rapide
1014,MCB5539,2025-06-01,Signes de stress hydrique
1015,MCA4064,2025-10-22,Plante en bonne santé
1016,MCA4064,2025-08-06,Insectes observés
1017,MCA4064,2025-12-12,Croissance rapide
1018,MCA4064,2025-11-26,Signes de stress hydrique
1019,MCA4064,2025-08-04,Plante en bonne santé
1020,MCA6259,2025-08-01,Plante en bonne santé
1021,MCA6259,2025-09-25,Croissance rapide
1022,MCA6259,2025-07-25,Plante en bonne santé
1023,MCA6259,2025-09-26,Plante en bonne santé
1024,MCC6144,2025-10-20,Signes de stress hydrique
1025,MCC6144,2025-12-29,Croissance rapide
1026,MCC6144,2025-11-06,Signes de stress hydrique
1027,MCA9599,2025-07-20,Plante en bonne santé
1028,MCA9599,2025-10-07,Insectes observés
1029,MCA9599,2025-06-30,Plante en bonne santé
1030,MCA9599,2025-09-22,Feuilles abîmées
1031,MCB6490,2025-09-11,Croissance rapide
1032,MCB6490,2025-10-10,Signes de stress hydrique
1033,MCB6490,2025-07-20,Croissance rapide
1034,MCB6490,2025-11-09,Croissance rapide
1035,MCB3174,2025-10-22,Signes de stress hydrique
1036,MCB3174,2025-12-12,Plante en bonne santé
1037,MCB3174,2025-12-11,Croissance rapide
1038,MCB3174,2025-09-20,Insectes observés
1039,MCB3174,2025-10-23,Insectes observés
1040,MCA1731,2025-09-20,Plante en bonne santé
1041,MCA1731,2025-12-24,Insectes observés
1042,MCA8583,2025-11-15,Feuilles abîmées
1043,MCA8583,2025-12-30,Croissance rapide
1044,MCA8583,2025-09-23,Plante en bonne santé
1045,MCB6698,2025-06-14,Signes de stress hydrique
1046,MCB6698,2025-07-19,Croissance rapide
1047,MCB6698,2025-09-10,Insectes observés
1048,MCB6698,2025-12-03,Croissance rapide
1049,MCB5963,2025-06-08,Insectes observés
1050,MCB5963,2025-08-07,Croissance rapide
1051,MCB5963,2025-09-08,Croissance rapide
1052,MCB5963,2025-07-08,Plante en bonne santé
1053,MCA7782,2025-12-08,Signes de stress hydrique
1054,MCA7782,2025-08-13,Feuilles abîmées
1055,MCA7782,2025-10-24,Signes de stress hydrique
1056,MCA7782,2025-09-28,Feuilles abîmées
1057,MCA7782,2025-06-24,Plante en bonne santé
1058,MCA1431,2025-06-25,Signes de stress hydrique
1059,MCA1431,2025-11-28,Insectes observés
1060,MCA1431,2025-07-28,Croissance rapide
1061,MCA0705,2025-09-02,Feuilles abîmées
1062,MCA0705,2025-12-17,Feuilles abîmées
1063,MCA0705,2025-06-28,Plante en bonne santé
1064,MCC2254,2025-06-12,Croissance rapide
1065,MCC2254,2025-12-05,Insectes observés
1066,MCB5121,2025-06-25,Croissance rapide
1067,MCB5121,2025-10-11,Croissance rapide
1068,MCB5121,2025-06-05,Feuilles abîmées
1069,MCB5121,2025-12-29,Insectes observés
1070,MCB5121,2025-08-10,Feuilles abîmées
1071,MCC3057,2025-07-01,Insectes observés
1072,MCA8034,2025-10-29,Insectes observés
1073,MCA8034,2025-08-28,Croissance rapide
1074,MCA8034,2025-08-27,Insectes observés
1075,MCA8034,2025-08-12,Croissance rapide
1076,MCA8034,2025-07-14,Feuilles abîmées
1077,MCC2049,2025-11-29,Croissance rapide
1078,MCB0545,2025-09-26,Croissance rapide
1079,MCB0545,2025-09-14,Croissance rapide
1080,MCB0545,2025-10-20,Croissance rapide
1081,MCB0545,2025-07-04,Plante en bonne santé
1082,MCA1309,2025-07-14,Insectes observés
1083,MCC2297,2025-10-13,Plante en bonne santé
1084,MCB9464,2025-11-09,Croissance rapide
1085,MCB9464,2025-09-15,Croissance rapide
1086,MCB9464,2025-11-13,Signes de stress hydrique
1087,MCB9464,2025-10-20,Insectes observés
1088,MCC2638,2025-12-08,Feuilles abîmées
1089,MCC2638,2025-11-02,Insectes observés
1090,MCC2638,2025-10-10,Plante en bonne santé
1091,MCC2638,2025-11-03,Feuilles abîmées
1092,MCA1213,2025-06-22,Feuilles abîmées
1093,MCA1213,2025-12-03,Signes de stress hydrique
1094,MCA1213,2025-11-01,Plante en bonne santé
1095,MCC6087,2025-11-29,Croissance rapide
1096,MCC6087,2025-06-06,Signes de stress hydrique
1097,MCC8521,2025-08-09,Croissance rapide
1098,MCC8521,2025-06-26,Croissance rapide
1099,MCC8521,2025-09-06,Insectes observés
1100,MCC2101,2025-09-12,Signes de stress hydrique
1101,MCC2101,2025-07-27,Plante en bonne santé
1102,MCC2101,2025-07-29,Feuilles abîmées
1103,MCC8609,2025-11-14,Insectes observés
1104,MCA0077,2025-08-13,Croissance rapide
1105,MCA0077,2025-11-24,Insectes observés
1106,MCA0077,2025-09-12,Signes de stress hydrique
1107,MCA0077,2025-06-23,Croissance rapide
1108,MCB5625,2025-12-08,Signes de stress hydrique
1109,MCB5625,2025-08-25,Croissance rapide
1110,MCB5625,2025-10-20,Croissance rapide
1111,MCB5625,2025-12-03,Signes de stress hydrique
1112,MCC0904,2025-07-09,Feuilles abîmées
1113,MCC0904,2025-08-30,Signes de stress hydrique
1114,MCC0904,2025-06-08,Signes de stress hydrique
1115,MCC0904,2025-12-13,Plante en bonne santé
1116,MCC8039,2025-08-02,Croissance rapide
1117,MCC8039,2025-07-05,Signes de stress hydrique
1118,MCC8039,2025-09-07,Plante en bonne santé
1119,MCC8039,2025-07-31,Insectes observés
1120,MCA7532,2025-10-02,Croissance rapide
1121,MCA7532,2025-12-26,Plante en bonne santé
1122,MCA7532,2025-09-02,Croissance rapide
1123,MCA7532,2025-08-30,Signes de stress hydrique
1124,MCC9589,2025-12-09,Insectes observés
1125,MCC9589,2025-07-24,Plante en bonne santé
1126,MCC9589,2025-08-12,Insectes observés
1127,MCC9589,2025-12-08,Insectes observés
1128,MCA7421,2025-10-06,Insectes observés
1129,MCA7421,2025-11-03,Plante en bonne santé
1130,MCC7574,2025-12-01,Feuilles abîmées
1131,MCC7574,2025-08-19,Feuilles abîmées
1132,MCC9174,2025-11-11,Insectes observés
1133,MCC9174,2025-12-22,Feuilles abîmées
1134,MCC9174,2025-10-09,Feuilles abîmées
1135,MCC9174,2025-11-16,Signes de stress hydrique
1136,MCC9174,2025-11-03,Signes de stress hydrique
1137,MCC0146,2025-07-11,Plante en bonne santé
1138,MCB1328,2025-09-23,Insectes observés
1139,MCB1328,2025-12-21,Croissance rapide
1140,MCB1328,2025-08-30,Croissance rapide
1141,MCB1328,2025-12-25,Plante en bonne santé
1142,MCB1328,2025-08-16,Feuilles abîmées
1143,MCA7580,2025-08-05,Insectes observés
1144,MCA7580,2025-07-17,Feuilles abîmées
1145,MCA7580,2025-09-28,Plante en bonne santé
1146,MCA7580,2025-08-17,Signes de stress hydrique
1147,MCA6272,2025-08-30,Insectes observés
1148,MCA6272,2025-10-09,Croissance rapide
1149,MCA2491,2025-11-04,Feuilles abîmées
1150,MCA2491,2025-12-16,Plante en bonne santé
1151,MCA2491,2025-09-24,Plante en bonne santé
