id_interne_plant,date,note
386,2025-11-30,Feuilles abîmées
386,2025-12-29,Signes de stress hydrique
386,2025-07-03,Plante en bonne santé
386,2025-11-10,Croissance rapide
1046,2025-09-11,Insectes observés
1046,2025-09-23,Plante en bonne santé
516,2025-12-01,Signes de stress hydrique
516,2025-08-06,Feuilles abîmées
516,2025-10-26,Insectes observés
516,2025-10-11,Signes de stress hydrique
1134,2025-07-04,Plante en bonne santé
1134,2025-11-29,Croissance rapide
1134,2025-10-29,Plante en bonne santé
1126,2025-08-29,Plante en bonne santé
1126,2025-08-17,Insectes observés
1126,2025-12-10,Croissance rapide
53,2025-06-05,Plante en bonne santé
53,2025-09-30,Insectes observés
53,2025-10-03,Plante en bonne santé
53,2025-11-17,Plante en bonne santé
53,2025-10-16,Feuilles abîmées
1033,2025-11-19,Insectes observés
1033,2025-08-15,Feuilles abîmées
8,2025-06-26,Signes de stress hydrique
8,2025-09-02,Feuilles abîmées
8,2025-11-11,Signes de stress hydrique
8,2025-06-05,Signes de stress hydrique
1161,2025-12-25,Croissance rapide
1161,2025-06-04,Signes de stress hydrique
1161,2025-07-27,Insectes observés
1161,2025-07-21,Plante en bonne santé
1161,2025-06-22,Insectes observés
764,2025-09-22,Insectes observés
764,2025-06-19,Insectes observés
764,2025-08-09,Plante en bonne santé
764,2025-11-28,Insectes observés
1146,2025-06-12,Croissance rapide
1146,2025-11-21,Feuilles abîmées
1146,2025-06-23,Insectes observés
341,2025-10-20,Feuilles abîmées
341,2025-09-14,Signes de stress hydrique
654,2025-08-23,Plante en bonne santé
654,2025-06-27,Feuilles abîmées
589,2025-09-21,Signes de stress hydrique
589,2025-11-05,Signes de stress hydrique
628,2025-06-02,Croissance rapide
628,2025-10-25,Croissance rapide
902,2025-10-10,Insectes observés
983,2025-11-09,Insectes observés
983,2025-10-21,Croissance rapide
60,2025-12-26,Feuilles abîmées
60,2025-09-16,Plante en bonne santé
60,2025-09-13,Plante en bonne santé
60,2025-12-21,Plante en bonne santé
60,2025-10-03,Plante en bonne santé
135,2025-12-06,Insectes observés
135,2025-10-25,Croissance rapide
135,2025-09-30,Insectes observés
135,2025-07-20,Croissance rapide
299,2025-09-12,Insectes observés
299,2025-07-17,Plante en bonne santé
299,2025-10-28,Signes de stress hydrique
299,2025-06-12,Signes de stress hydrique
192,2025-12-02,Plante en bonne santé
192,2025-09-03,Feuilles abîmées
192,2025-11-29,Insectes observés
192,2025-11-03,Signes de stress hydrique
192,2025-09-29,Insectes observés
228,2025-06-20,Feuilles abîmées
228,2025-09-25,Insectes observés
228,2025-11-07,Signes de stress hydrique
113,2025-11-15,Feuilles abîmées
149,2025-08-24,Croissance rapide
149,2025-08-20,Croissance rapide
149,2025-12-28,Croissance rapide
697,2025-08-05,Plante en bonne santé
697,2025-08-15,Croissance rapide
396,2025-07-17,Feuilles abîmées
826,2025-06-18,Croissance rapide
564,2025-09-22,Croissance rapide
564,2025-10-11,Signes de stress hydrique
564,2025-07-12,Croissance rapide
564,2025-11-19,Croissance rapide
687,2025-06-17,Feuilles abîmées
687,2025-08-29,Plante en bonne santé
687,2025-10-14,Insectes observés
1021,2025-10-14,Croissance rapide
1021,2025-07-29,Insectes observés
1021,2025-07-18,Feuilles abîmées
1021,2025-11-07,Feuilles abîmées
1021,2025-10-02,Croissance rapide
155,2025-07-17,Plante en bonne santé
155,2025-09-13,Insectes observés
155,2025-08-13,Insectes observés
155,2025-11-23,Feuilles abîmées
375,2025-12-08,Insectes observés
375,2025-12-14,Insectes observés
375,2025-11-10,Croissance rapide
236,2025-06-27,Feuilles abîmées
236,2025-12-15,Insectes observés
236,2025-12-30,Croissance rapide
743,2025-09-20,Feuilles abîmées
743,2025-08-15,Plante en bonne santé
743,2025-08-22,Plante en bonne santé
743,2025-12-09,Signes de stress hydrique
743,2025-09-13,Signes de stress hydrique
635,2025-11-15,Croissance rapide
635,2025-12-29,Insectes observés
1139,2025-11-17,Plante en bonne santé
1139,2025-10-07,Insectes observés
1172,2025-11-07,Plante en bonne santé
1172,2025-12-13,Feuilles abîmées
1172,2025-07-02,Signes de stress hydrique
708,2025-12-22,Insectes observés
708,2025-08-23,Signes de stress hydrique
708,2025-11-27,Plante en bonne santé
708,2025-06-19,Feuilles abîmées
336,2025-07-11,Signes de stress hydrique
336,2025-06-28,Croissance rapide
336,2025-07-06,Plante en bonne santé
906,2025-08-18,Insectes observés
906,2025-07-29,Signes de stress hydrique
906,2025-08-13,Croissance rapide
186,2025-06-15,Feuilles abîmées
186,2025-06-27,Plante en bonne santé
509,2025-12-10,Croissance rapide
509,2025-06-01,Signes de stress hydrique
509,2025-11-14,Feuilles abîmées
509,2025-10-24,Plante en bonne santé
463,2025-12-13,Croissance rapide
463,2025-10-27,Signes de stress hydrique
463,2025-10-21,Insectes observés
463,2025-08-27,Plante en bonne santé
463,2025-08-14,Feuilles abîmées
573,2025-08-25,Plante en bonne santé
573,2025-11-10,Signes de stress hydrique
573,2025-06-18,Insectes observés
679,2025-11-19,Croissance rapide
679,2025-10-07,Signes de stress hydrique
679,2025-10-30,Feuilles abîmées
679,2025-11-13,Feuilles abîmées
916,2025-06-23,Insectes observés
916,2025-10-14,Signes de stress hydrique
178,2025-06-14,Signes de stress hydrique
178,2025-08-19,Croissance rapide
178,2025-11-23,Insectes observés
1108,2025-10-19,Plante en bonne santé
1108,2025-09-26,Croissance rapide
1108,2025-07-21,Signes de stress hydrique
1108,2025-12-22,Signes de stress hydrique
900,2025-09-26,Insectes observés
900,2025-07-19,Signes de stress hydrique
900,2025-09-03,Croissance rapide
1045,2025-07-17,Feuilles abîmées
1045,2025-07-08,Croissance rapide
1045,2025-07-09,Feuilles abîmées
631,2025-10-17,Signes de stress hydrique
631,2025-07-03,Feuilles abîmées
631,2025-08-23,Croissance rapide
631,2025-08-18,Insectes observés
631,2025-06-16,Feuilles abîmées
23,2025-07-12,Feuilles abîmées
23,2025-06-11,Feuilles abîmées
23,2025-11-04,Croissance rapide
23,2025-08-31,Feuilles abîmées
728,2025-11-02,Plante en bonne santé
728,2025-08-09,Plante en bonne santé
728,2025-08-19,Insectes observés
728,2025-10-17,Feuilles abîmées
658,2025-11-06,Plante en bonne santé
71,2025-11-06,Insectes observés
71,2025-06-28,Plante en bonne santé
71,2025-08-30,Plante en bonne santé
71,2025-11-19,Feuilles abîmées
71,2025-06-21,Signes de stress hydrique
1145,2025-09-14,Signes de stress hydrique
325,2025-07-20,Plante en bonne santé
325,2025-11-20,Feuilles abîmées
325,2025-12-02,Croissance rapide
325,2025-12-16,Insectes observés
325,2025-06-16,Insectes observés
288,2025-08-12,Signes de stress hydrique
288,2025-07-26,Plante en bonne santé
538,2025-09-01,Signes de stress hydrique
538,2025-08-01,Plante en bonne santé
538,2025-07-22,Feuilles abîmées
538,2025-11-30,Plante en bonne santé
538,2025-06-18,Feuilles abîmées
203,2025-07-09,Croissance rapide
203,2025-06-13,Feuilles abîmées
203,2025-10-31,Insectes observés
203,2025-11-09,Insectes observés
457,2025-10-20,Feuilles abîmées
457,2025-07-09,Plante en bonne santé
588,2025-10-07,Signes de stress hydrique
588,2025-07-11,Insectes observés
588,2025-06-09,Feuilles abîmées
588,2025-06-07,Croissance rapide
545,2025-10-02,Plante en bonne santé
913,2025-11-27,Croissance rapide
913,2025-09-09,Feuilles abîmées
594,2025-08-30,Plante en bonne santé
594,2025-12-24,Feuilles abîmées
594,2025-12-06,Croissance rapide
1173,2025-11-20,Insectes observés
1001,2025-08-03,Signes de stress hydrique
1001,2025-10-07,Signes de stress hydrique
1001,2025-12-19,Plante en bonne santé
1001,2025-10-15,Signes de stress hydrique
1001,2025-10-18,Croissance rapide
221,2025-11-12,Feuilles abîmées
221,2025-10-02,Insectes observés
221,2025-11-29,Insectes observés
221,2025-11-28,Croissance rapide
221,2025-06-23,Insectes observés
499,2025-10-05,Plante en bonne santé
499,2025-10-06,Croissance rapide
499,2025-06-03,Croissance rapide
282,2025-12-19,Plante en bonne santé
282,2025-10-04,Plante en bonne santé
703,2025-11-16,Insectes observés
703,2025-12-13,Signes de stress hydrique
802,2025-12-18,Plante en bonne santé
844,2025-07-03,Croissance rapide
844,2025-11-05,Croissance rapide
1178,2025-11-13,Plante en bonne santé
1178,2025-12-04,Plante en bonne santé
28,2025-12-24,Croissance rapide
749,2025-09-01,Feuilles abîmées
749,2025-11-02,Feuilles abîmées
749,2025-10-09,Signes de stress hydrique
749,2025-08-15,Signes de stress hydrique
520,2025-06-23,Croissance rapide
520,2025-12-09,Insectes observés
520,2025-06-07,Feuilles abîmées
520,2025-12-25,Feuilles abîmées
520,2025-08-31,Plante en bonne santé
714,2025-06-06,Insectes observés
714,2025-10-11,Croissance rapide
714,2025-07-07,Plante en bonne santé
714,2025-11-25,Plante en bonne santé
714,2025-09-04,Signes de stress hydrique
669,2025-08-15,Croissance rapide
669,2025-10-29,Croissance rapide
669,2025-11-27,Feuilles abîmées
582,2025-11-29,Feuilles abîmées
582,2025-07-20,Signes de stress hydrique
582,2025-09-24,Signes de stress hydrique
123,2025-06-13,Feuilles abîmées
123,2025-09-17,Croissance rapide
123,2025-06-01,Signes de stress hydrique
1054,2025-10-22,Plante en bonne santé
1054,2025-08-06,Insectes observés
1054,2025-12-12,Croissance rapide
1054,2025-11-26,Signes de stress hydrique
1054,2025-08-04,Plante en bonne santé
267,2025-08-01,Plante en bonne santé
267,2025-09-25,Croissance rapide
267,2025-07-25,Plante en bonne santé
267,2025-09-26,Plante en bonne santé
759,2025-10-20,Signes de stress hydrique
759,2025-12-29,Croissance rapide
759,2025-11-06,Signes de stress hydrique
963,2025-07-20,Plante en bonne santé
963,2025-10-07,Insectes observés
963,2025-06-30,Plante en bonne santé
963,2025-09-22,Feuilles abîmées
928,2025-09-11,Croissance rapide
928,2025-10-10,Signes de stress hydrique
928,2025-07-20,Croissance rapide
928,2025-11-09,Croissance rapide
993,2025-10-22,Signes de stress hydrique
993,2025-12-12,Plante en bonne santé
993,2025-12-11,Croissance rapide
993,2025-09-20,Insectes observés
993,2025-10-23,Insectes observés
746,2025-09-20,Plante en bonne santé
746,2025-12-24,Insectes observés
1141,2025-11-15,Feuilles abîmées
1141,2025-12-30,Croissance rapide
1141,2025-09-23,Plante en bonne santé
673,2025-06-14,Signes de stress hydrique
673,2025-07-19,Croissance rapide
673,2025-09-10,Insectes observés
673,2025-12-03,Croissance rapide
121,2025-06-08,Insectes observés
121,2025-08-07,Croissance rapide
121,2025-09-08,Croissance rapide
121,2025-07-08,Plante en bonne santé
1168,2025-12-08,Signes de stress hydrique
1168,2025-08-13,Feuilles abîmées
1168,2025-10-24,Signes de stress hydrique
1168,2025-09-28,Feuilles abîmées
1168,2025-06-24,Plante en bonne santé
285,2025-06-25,Signes de stress hydrique
285,2025-11-28,Insectes observés
285,2025-07-28,Croissance rapide
1015,2025-09-02,Feuilles abîmées
1015,2025-12-17,Feuilles abîmées
1015,2025-06-28,Plante en bonne santé
904,2025-06-12,Croissance rapide
904,2025-12-05,Insectes observés
922,2025-06-25,Croissance rapide
922,2025-10-11,Croissance rapide
922,2025-06-05,Feuilles abîmées
922,2025-12-29,Insectes observés
922,2025-08-10,Feuilles abîmées
850,2025-07-01,Insectes observés
986,2025-10-29,Insectes observés
986,2025-08-28,Croissance rapide
986,2025-08-27,Insectes observés
986,2025-08-12,Croissance rapide
986,2025-07-14,Feuilles abîmées
1100,2025-11-29,Croissance rapide
616,2025-09-26,Croissance rapide
616,2025-09-14,Croissance rapide
616,2025-10-20,Croissance rapide
616,2025-07-04,Plante en bonne santé
328,2025-07-14,Insectes observés
1094,2025-10-13,Plante en bonne santé
513,2025-11-09,Croissance rapide
513,2025-09-15,Croissance rapide
513,2025-11-13,Signes de stress hydrique
513,2025-10-20,Insectes observés
561,2025-12-08,Feuilles abîmées
561,2025-11-02,Insectes observés
561,2025-10-10,Plante en bonne santé
561,2025-11-03,Feuilles abîmées
933,2025-06-22,Feuilles abîmées
933,2025-12-03,Signes de stress hydrique
933,2025-11-01,Plante en bonne santé
45,2025-11-29,Croissance rapide
45,2025-06-06,Signes de stress hydrique
748,2025-08-09,Croissance rapide
748,2025-06-26,Croissance rapide
748,2025-09-06,Insectes observés
1113,2025-09-12,Signes de stress hydrique
1113,2025-07-27,Plante en bonne santé
1113,2025-07-29,Feuilles abîmées
244,2025-11-14,Insectes observés
607,2025-08-13,Croissance rapide
607,2025-11-24,Insectes observés
607,2025-09-12,Signes de stress hydrique
607,2025-06-23,Croissance rapide
248,2025-12-08,Signes de stress hydrique
248,2025-08-25,Croissance rapide
248,2025-10-20,Croissance rapide
248,2025-12-03,Signes de stress hydrique
707,2025-07-09,Feuilles abîmées
707,2025-08-30,Signes de stress hydrique
707,2025-06-08,Signes de stress hydrique
707,2025-12-13,Plante en bonne santé
1153,2025-08-02,Croissance rapide
1153,2025-07-05,Signes de stress hydrique
1153,2025-09-07,Plante en bonne santé
1153,2025-07-31,Insectes observés
639,2025-10-02,Croissance rapide
639,2025-12-26,Plante en bonne santé
639,2025-09-02,Croissance rapide
639,2025-08-30,Signes de stress hydrique
569,2025-12-09,Insectes observés
569,2025-07-24,Plante en bonne santé
569,2025-08-12,Insectes observés
569,2025-12-08,Insectes observés
801,2025-10-06,Insectes observés
801,2025-11-03,Plante en bonne santé
164,2025-12-01,Feuilles abîmées
164,2025-08-19,Feuilles abîmées
1032,2025-11-11,Insectes observés
1032,2025-12-22,Feuilles abîmées
1032,2025-10-09,Feuilles abîmées
1032,2025-11-16,Signes de stress hydrique
1032,2025-11-03,Signes de stress hydrique
4,2025-07-11,Plante en bonne santé
476,2025-09-23,Insectes observés
476,2025-12-21,Croissance rapide
476,2025-08-30,Croissance rapide
476,2025-12-25,Plante en bonne santé
476,2025-08-16,Feuilles abîmées
61,2025-08-05,Insectes observés
61,2025-07-17,Feuilles abîmées
61,2025-09-28,Plante en bonne santé
61,2025-08-17,Signes de stress hydrique
1125,2025-08-30,Insectes observés
1125,2025-10-09,Croissance rapide
996,2025-11-04,Feuilles abîmées
996,2025-12-16,Plante en bonne santé
996,2025-09-24,Plante en bonne santé
367,2025-06-19,Croissance rapide
895,2025-11-06,Signes de stress hydrique
895,2025-09-28,Feuilles abîmées
895,2025-11-20,Insectes observés
895,2025-06-28,Insectes observés
648,2025-09-03,Insectes observés
648,2025-06-04,Plante en bonne santé
648,2025-07-14,Signes de stress hydrique
648,2025-10-12,Feuilles abîmées
648,2025-12-05,Signes de stress hydrique
277,2025-06-22,Signes de stress hydrique
277,2025-09-12,Insectes observés
277,2025-08-09,Feuilles abîmées
277,2025-06-07,Insectes observés
277,2025-07-08,Insectes observés
95,2025-12-02,Insectes observés
95,2025-09-20,Insectes observés
95,2025-10-16,Croissance rapide
95,2025-10-13,Signes de stress hydrique
1047,2025-06-15,Feuilles abîmées
1047,2025-06-27,Insectes observés
1047,2025-08-03,Croissance rapide
950,2025-06-26,Croissance rapide
950,2025-08-13,Signes de stress hydrique
950,2025-07-26,Croissance rapide
865,2025-12-09,Plante en bonne santé
865,2025-10-06,Plante en bonne santé
776,2025-07-24,Signes de stress hydrique
81,2025-09-12,Croissance rapide
1102,2025-07-16,Insectes observés
1102,2025-07-01,Feuilles abîmées
1102,2025-10-29,Croissance rapide
1102,2025-11-27,Signes de stress hydrique
1102,2025-09-24,Croissance rapide
888,2025-08-28,Plante en bonne santé
37,2025-09-22,Plante en bonne santé
37,2025-08-08,Insectes observés
37,2025-10-07,Croissance rapide
37,2025-10-24,Feuilles abîmées
37,2025-06-18,Plante en bonne santé
905,2025-07-09,Croissance rapide
905,2025-06-15,Feuilles abîmées
905,2025-08-29,Signes de stress hydrique
905,2025-09-28,Croissance rapide
905,2025-08-20,Signes de stress hydrique
999,2025-12-07,Insectes observés
999,2025-08-11,Signes de stress hydrique
999,2025-12-20,Insectes observés
932,2025-08-22,Plante en bonne santé
101,2025-07-10,Feuilles abîmées
101,2025-07-20,Croissance rapide
1010,2025-12-22,Croissance rapide
1010,2025-09-26,Insectes observés
416,2025-09-15,Insectes observés
416,2025-06-22,Plante en bonne santé
416,2025-12-02,Plante en bonne santé
416,2025-07-17,Insectes observés
945,2025-06-08,Croissance rapide
945,2025-06-20,Insectes observés
945,2025-08-29,Signes de stress hydrique
286,2025-10-11,Croissance rapide
286,2025-11-05,Insectes observés
286,2025-11-15,Feuilles abîmées
286,2025-09-08,Croissance rapide
356,2025-12-10,Feuilles abîmées
356,2025-12-08,Plante en bonne santé
356,2025-07-05,Plante en bonne santé
940,2025-07-17,Signes de stress hydrique
940,2025-08-31,Plante en bonne santé
940,2025-08-28,Signes de stress hydrique
532,2025-09-22,Insectes observés
532,2025-07-08,Signes de stress hydrique
532,2025-11-13,Plante en bonne santé
532,2025-11-06,Feuilles abîmées
532,2025-12-25,Feuilles abîmées
924,2025-06-27,Croissance rapide
924,2025-08-18,Plante en bonne santé
924,2025-12-18,Plante en bonne santé
924,2025-06-25,Signes de stress hydrique
924,2025-08-05,Signes de stress hydrique
758,2025-11-01,Feuilles abîmées
758,2025-06-25,Feuilles abîmées
758,2025-12-14,Plante en bonne santé
758,2025-12-24,Signes de stress hydrique
893,2025-08-24,Croissance rapide
893,2025-08-28,Croissance rapide
893,2025-08-18,Croissance rapide
1098,2025-06-26,Croissance rapide
124,2025-12-30,Signes de stress hydrique
124,2025-11-01,Plante en bonne santé
644,2025-09-30,Croissance rapide
269,2025-08-09,Plante en bonne santé
269,2025-10-31,Croissance rapide
745,2025-07-22,Signes de stress hydrique
745,2025-06-29,Croissance rapide
825,2025-07-11,Croissance rapide
825,2025-09-11,Feuilles abîmées
825,2025-12-26,Plante en bonne santé
344,2025-11-13,Insectes observés
344,2025-11-11,Feuilles abîmées
344,2025-09-26,Plante en bonne santé
985,2025-08-13,Croissance rapide
166,2025-08-19,Feuilles abîmées
166,2025-06-02,Plante en bonne santé
166,2025-10-04,Signes de stress hydrique
166,2025-06-08,Croissance rapide
166,2025-11-02,Plante en bonne santé
202,2025-08-31,Signes de stress hydrique
202,2025-08-06,Plante en bonne santé
366,2025-10-23,Insectes observés
366,2025-12-14,Feuilles abîmées
94,2025-06-01,Croissance rapide
94,2025-09-16,Plante en bonne santé
653,2025-07-14,Croissance rapide
653,2025-07-30,Signes de stress hydrique
653,2025-10-18,Croissance rapide
690,2025-10-01,Feuilles abîmées
690,2025-10-28,Insectes observés
690,2025-11-23,Feuilles abîmées
690,2025-12-29,Croissance rapide
222,2025-06-30,Croissance rapide
222,2025-11-21,Croissance rapide
222,2025-06-25,Insectes observés
222,2025-07-28,Croissance rapide
161,2025-12-24,Plante en bonne santé
737,2025-07-17,Insectes observés
1018,2025-11-30,Signes de stress hydrique
1018,2025-10-06,Feuilles abîmées
1018,2025-09-21,Plante en bonne santé
1018,2025-09-14,Signes de stress hydrique
1018,2025-09-07,Feuilles abîmées
903,2025-11-11,Signes de stress hydrique
903,2025-12-18,Signes de stress hydrique
903,2025-06-04,Plante en bonne santé
903,2025-11-24,Insectes observés
199,2025-06-30,Signes de stress hydrique
199,2025-07-08,Plante en bonne santé
327,2025-08-28,Croissance rapide
327,2025-07-13,Insectes observés
327,2025-11-12,Signes de stress hydrique
327,2025-07-11,Insectes observés
685,2025-12-24,Plante en bonne santé
685,2025-11-07,Insectes observés
685,2025-09-25,Signes de stress hydrique
685,2025-10-12,Croissance rapide
685,2025-06-07,Plante en bonne santé
625,2025-10-06,Insectes observés
625,2025-09-05,Plante en bonne santé
625,2025-09-25,Croissance rapide
625,2025-12-12,Croissance rapide
1081,2025-07-11,Insectes observés
1081,2025-09-12,Croissance rapide
1081,2025-11-20,Feuilles abîmées
1081,2025-08-07,Croissance rapide
180,2025-09-19,Signes de stress hydrique
180,2025-11-04,Feuilles abîmées
180,2025-08-03,Plante en bonne santé
180,2025-08-29,Feuilles abîmées
180,2025-09-06,Plante en bonne santé
56,2025-12-13,Insectes observés
56,2025-06-24,Feuilles abîmées
50,2025-12-21,Feuilles abîmées
50,2025-08-08,Feuilles abîmées
50,2025-09-01,Plante en bonne santé
50,2025-10-30,Plante en bonne santé
510,2025-07-07,Croissance rapide
510,2025-09-25,Insectes observés
510,2025-11-14,Feuilles abîmées
510,2025-06-22,Signes de stress hydrique
1084,2025-07-04,Croissance rapide
1084,2025-07-24,Insectes observés
371,2025-08-20,Feuilles abîmées
371,2025-10-19,Signes de stress hydrique
371,2025-07-10,Croissance rapide
371,2025-10-13,Signes de stress hydrique
696,2025-11-04,Insectes observés
696,2025-11-02,Insectes observés
696,2025-09-23,Croissance rapide
632,2025-08-25,Feuilles abîmées
970,2025-06-21,Insectes observés
586,2025-12-17,Croissance rapide
586,2025-11-16,Feuilles abîmées
586,2025-10-21,Insectes observés
586,2025-10-03,Insectes observés
342,2025-06-19,Croissance rapide
241,2025-12-02,Feuilles abîmées
241,2025-10-10,Signes de stress hydrique
241,2025-12-15,Feuilles abîmées
241,2025-11-10,Feuilles abîmées
211,2025-10-15,Croissance rapide
358,2025-12-10,Croissance rapide
358,2025-10-13,Insectes observés
358,2025-07-19,Insectes observés
358,2025-07-30,Insectes observés
466,2025-08-06,Plante en bonne santé
466,2025-10-02,Signes de stress hydrique
466,2025-06-06,Croissance rapide
466,2025-11-27,Signes de stress hydrique
466,2025-08-05,Plante en bonne santé
370,2025-11-21,Signes de stress hydrique
370,2025-07-03,Insectes observés
370,2025-09-16,Feuilles abîmées
370,2025-07-30,Signes de stress hydrique
523,2025-12-03,Insectes observés
523,2025-07-20,Insectes observés
523,2025-10-13,Feuilles abîmées
523,2025-11-17,Croissance rapide
523,2025-06-01,Plante en bonne santé
1075,2025-10-10,Croissance rapide
1075,2025-08-19,Plante en bonne santé
1075,2025-10-28,Croissance rapide
86,2025-08-17,Insectes observés
86,2025-11-21,Signes de stress hydrique
86,2025-11-24,Croissance rapide
86,2025-07-09,Signes de stress hydrique
901,2025-12-05,Feuilles abîmées
901,2025-11-02,Signes de stress hydrique
901,2025-07-21,Croissance rapide
70,2025-06-02,Insectes observés
70,2025-06-03,Plante en bonne santé
439,2025-11-21,Croissance rapide
439,2025-09-14,Feuilles abîmées
439,2025-07-15,Insectes observés
877,2025-08-27,Feuilles abîmées
877,2025-11-05,Plante en bonne santé
877,2025-06-20,Insectes observés
224,2025-09-22,Insectes observés
224,2025-08-24,Signes de stress hydrique
224,2025-08-16,Feuilles abîmées
224,2025-10-06,Plante en bonne santé
522,2025-09-29,Plante en bonne santé
910,2025-06-28,Plante en bonne santé
910,2025-08-17,Plante en bonne santé
910,2025-12-02,Feuilles abîmées
910,2025-09-16,Feuilles abîmées
910,2025-11-06,Signes de stress hydrique
1131,2025-12-26,Plante en bonne santé
1131,2025-12-13,Plante en bonne santé
1082,2025-08-06,Insectes observés
1082,2025-12-15,Signes de stress hydrique
365,2025-10-24,Insectes observés
365,2025-11-01,Croissance rapide
365,2025-08-25,Plante en bonne santé
536,2025-06-29,Feuilles abîmées
720,2025-11-02,Insectes observés
643,2025-08-17,Croissance rapide
643,2025-10-23,Plante en bonne santé
643,2025-10-27,Insectes observés
1042,2025-11-28,Croissance rapide
464,2025-06-10,Signes de stress hydrique
84,2025-10-07,Feuilles abîmées
209,2025-10-24,Feuilles abîmées
209,2025-08-24,Signes de stress hydrique
209,2025-09-06,Plante en bonne santé
209,2025-06-06,Croissance rapide
209,2025-07-28,Signes de stress hydrique
260,2025-08-18,Feuilles abîmées
842,2025-12-26,Insectes observés
695,2025-06-14,Insectes observés
695,2025-07-06,Feuilles abîmées
695,2025-08-15,Croissance rapide
729,2025-08-29,Insectes observés
729,2025-06-29,Croissance rapide
729,2025-08-09,Croissance rapide
729,2025-12-12,Signes de stress hydrique
729,2025-06-06,Signes de stress hydrique
744,2025-09-11,Signes de stress hydrique
744,2025-12-15,Plante en bonne santé
744,2025-09-10,Plante en bonne santé
744,2025-09-15,Insectes observés
1037,2025-12-28,Insectes observés
1037,2025-12-24,Insectes observés
345,2025-09-10,Signes de stress hydrique
40,2025-07-17,Plante en bonne santé
40,2025-08-23,Insectes observés
40,2025-09-30,Feuilles abîmées
40,2025-08-30,Plante en bonne santé
204,2025-10-26,Croissance rapide
204,2025-11-29,Feuilles abîmées
204,2025-06-08,Signes de stress hydrique
636,2025-10-13,Insectes observés
636,2025-09-11,Insectes observés
636,2025-09-30,Croissance rapide
732,2025-07-07,Plante en bonne santé
732,2025-07-11,Signes de stress hydrique
732,2025-06-02,Insectes observés
732,2025-12-18,Feuilles abîmées
431,2025-11-30,Insectes observés
431,2025-12-12,Croissance rapide
431,2025-10-06,Feuilles abîmées
518,2025-08-02,Feuilles abîmées
618,2025-07-06,Insectes observés
618,2025-11-11,Feuilles abîmées
618,2025-07-18,Insectes observés
618,2025-07-02,Feuilles abîmées
618,2025-08-14,Feuilles abîmées
512,2025-12-20,Feuilles abîmées
512,2025-08-02,Signes de stress hydrique
512,2025-11-21,Plante en bonne santé
539,2025-12-26,Feuilles abîmées
539,2025-12-25,Croissance rapide
213,2025-07-06,Feuilles abîmées
213,2025-09-22,Croissance rapide
213,2025-07-21,Feuilles abîmées
213,2025-11-23,Signes de stress hydrique
1135,2025-06-20,Signes de stress hydrique
1135,2025-07-14,Signes de stress hydrique
1135,2025-10-29,Croissance rapide
1135,2025-08-15,Croissance rapide
1135,2025-09-30,Insectes observés
579,2025-09-18,Plante en bonne santé
176,2025-11-07,Plante en bonne santé
176,2025-07-28,Feuilles abîmées
176,2025-06-20,Insectes observés
176,2025-11-15,Croissance rapide
176,2025-11-23,Signes de stress hydrique
408,2025-09-01,Feuilles abîmées
408,2025-08-19,Insectes observés
408,2025-12-25,Plante en bonne santé
408,2025-10-02,Signes de stress hydrique
1056,2025-07-13,Signes de stress hydrique
672,2025-08-28,Plante en bonne santé
1114,2025-11-05,Plante en bonne santé
735,2025-06-23,Insectes observés
735,2025-10-02,Signes de stress hydrique
735,2025-07-28,Signes de stress hydrique
735,2025-10-11,Feuilles abîmées
735,2025-10-21,Insectes observés
754,2025-08-24,Feuilles abîmées
754,2025-10-31,Insectes observés
754,2025-08-21,Signes de stress hydrique
754,2025-09-13,Signes de stress hydrique
1069,2025-08-16,Insectes observés
1069,2025-08-19,Insectes observés
1069,2025-07-16,Signes de stress hydrique
1069,2025-11-11,Signes de stress hydrique
1079,2025-11-18,Signes de stress hydrique
1079,2025-06-01,Insectes observés
1079,2025-10-03,Feuilles abîmées
1079,2025-09-12,Feuilles abîmées
141,2025-12-24,Feuilles abîmées
141,2025-06-13,Signes de stress hydrique
141,2025-11-28,Insectes observés
141,2025-06-22,Feuilles abîmées
141,2025-11-22,Insectes observés
442,2025-12-02,Plante en bonne santé
1189,2025-11-24,Signes de stress hydrique
1189,2025-10-12,Insectes observés
1189,2025-06-17,Plante en bonne santé
1189,2025-09-21,Plante en bonne santé
304,2025-11-18,Plante en bonne santé
304,2025-06-23,Signes de stress hydrique
304,2025-12-24,Signes de stress hydrique
475,2025-12-09,Insectes observés
475,2025-11-19,Insectes observés
475,2025-06-27,Feuilles abîmées
475,2025-12-12,Croissance rapide
475,2025-10-10,Feuilles abîmées
601,2025-09-14,Signes de stress hydrique
601,2025-09-23,Feuilles abîmées
601,2025-11-29,Signes de stress hydrique
601,2025-08-18,Signes de stress hydrique
601,2025-06-11,Plante en bonne santé
977,2025-12-10,Signes de stress hydrique
977,2025-10-31,Signes de stress hydrique
977,2025-09-28,Signes de stress hydrique
626,2025-07-03,Plante en bonne santé
626,2025-08-30,Croissance rapide
626,2025-11-29,Insectes observés
626,2025-07-06,Insectes observés
761,2025-07-24,Insectes observés
761,2025-06-22,Feuilles abîmées
761,2025-10-02,Croissance rapide
761,2025-06-17,Signes de stress hydrique
761,2025-10-10,Signes de stress hydrique
559,2025-10-03,Insectes observés
